id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2794453187,439,1,2,48,17,bsykw9d70ffqe9atosc92n1e9,1,48.1,76.6,2025-03-31T21:35:26.241Z,2025-03-31T21:35:27Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615206259,141,95.9,5615206261,212,20.5,5615206263,213,0.69,5615206255,56,Left,5615206257,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453203,440,1,2,48,18,bsykw9d70ffqe9atosc92n1e9,1,63.1,95.9,2025-03-31T21:35:27.233Z,2025-03-31T21:35:29Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615206329,213,4.42,5615206325,141,81.7,5615206327,212,10.1,5615206321,56,Left,5615206323,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453217,441,1,2,48,20,bsykw9d70ffqe9atosc92n1e9,1,60.9,79.9,2025-03-31T21:35:29.185Z,2025-03-31T21:35:32Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615206415,140,68.9,5615206419,212,11.3,5615206413,56,Left,5615206421,213,0.74,5615206417,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453261,442,1,2,48,23,bsykw9d70ffqe9atosc92n1e9,1,69.4,90.6,2025-03-31T21:35:32.297Z,2025-03-31T21:35:37Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615206673,56,Center,5615206679,212,14.9,5615206675,140,57.4,5615206677,141,78.8,5615206681,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453273,443,1,2,48,28,bsykw9d70ffqe9atosc92n1e9,1,61.9,74.5,2025-03-31T21:35:37.729Z,2025-03-31T21:35:41Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615206765,213,0.96,5615206759,140,69.5,5615206763,212,13.9,5615206761,141,91.2,5615206757,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453301,444,1,2,48,32,bsykw9d70ffqe9atosc92n1e9,1,73.4,91.7,2025-03-31T21:35:41.098Z,2025-03-31T21:35:45Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615206893,155,,5615206903,212,27.1,5615206901,141,58.4,5615206905,213,5.29,5615206899,140,87.5,5615206897,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453305,445,44,2,48,34,bsykw9d70ffqe9atosc92n1e9,1,88.8,56.6,2025-03-31T21:35:43.859Z,2025-03-31T22:33:14Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615206915,286,,5615206913,56,Center,5615206965,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453291,454,44,2,48,34,8q6cv8g4bd3xdl7m88kll16na,0,11.2,43.4,2025-03-31T21:35:43.860Z,2025-03-31T22:33:15Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615206835,56,Back,5615206837,285,,5615206985,233,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453309,446,1,2,48,35,bsykw9d70ffqe9atosc92n1e9,0,87.5,58.4,2025-03-31T21:35:44.321Z,2025-03-31T22:34:07Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615206937,140,85.2,5615206933,3,,5615206935,56,Center,5615206941,212,2.7,5615206943,213,2.67,5615206939,141,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453319,455,1,2,48,37,8q6cv8g4bd3xdl7m88kll16na,1,22.7,43.9,2025-03-31T21:35:46.101Z,2025-03-31T21:35:47Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615207007,140,34.8,5615207009,141,58.8,5615207011,212,16.3,5615207013,213,0.67,5615207005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453333,457,61,2,48,39,8q6cv8g4bd3xdl7m88kll16na,0,37.2,51.2,2025-03-31T21:35:48.038Z,2025-03-31T21:37:02Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615207059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453355,447,1,2,48,39,bsykw9d70ffqe9atosc92n1e9,1,61.4,47.9,2025-03-31T21:35:48.039Z,2025-03-31T21:36:35Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615208367,212,8.4,5615208363,141,35.6,5615208361,140,61.7,5615207171,56,Center,5615208369,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453387,449,1,2,48,42,bsykw9d70ffqe9atosc92n1e9,1,58.9,31.5,2025-03-31T21:35:51.497Z,2025-03-31T21:35:55Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615207341,56,Right,5615207347,212,18.5,5615207343,140,70.3,5615207349,213,5.41,5615207345,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453391,450,1,2,48,46,bsykw9d70ffqe9atosc92n1e9,0,82.8,17.0,2025-03-31T21:35:55.777Z,2025-03-31T21:35:56Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615207381,213,1.18,5615207373,56,Center,5615207377,141,36.4,5615207375,140,88.0,5615207379,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453397,458,8,2,48,49,8q6cv8g4bd3xdl7m88kll16na,1,16.2,57.5,2025-03-31T21:35:58.372Z,2025-03-31T21:35:58Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615207399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453437,451,1,2,48,51,bsykw9d70ffqe9atosc92n1e9,1,77.2,10.0,2025-03-31T21:36:00.026Z,2025-03-31T21:36:03Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,,5615207575,213,2.43,5615207571,141,23.0,5615207573,212,13.5,5615207567,56,Center,5615207569,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453443,452,1,2,48,54,bsykw9d70ffqe9atosc92n1e9,0,69.7,40.4,2025-03-31T21:36:03.746Z,2025-03-31T21:36:05Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615207607,212,26.5,5615207603,140,86.2,5615207601,56,Center,5615207605,141,69.9,5615207599,155,,5615207609,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453455,459,12,2,48,57,8q6cv8g4bd3xdl7m88kll16na,1,14.0,29.6,2025-03-31T21:36:06.461Z,2025-03-31T21:36:07Z,rzfthr8qys67ormz869jrndg,H. Sjåtil,,,5615207673,56,Back,5615207675,140,20.7,5615207679,212,7.1,5615207677,141,31.3,5615207681,213,0.16,5615207689,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453483,461,4,2,49,3,8q6cv8g4bd3xdl7m88kll16na,1,32.6,29.8,2025-03-31T21:36:12.269Z,2025-03-31T22:32:48Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615207855,295,,5615207859,152,,5615207861,285,,5615207853,13,,5615207903,233,453,5615207857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453487,453,4,2,49,3,bsykw9d70ffqe9atosc92n1e9,0,67.4,70.2,2025-03-31T21:36:12.270Z,2025-03-31T22:37:01Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615274911,55,454,5615272335,295,,5615207879,56,Center,5615207881,152,,5615207877,13,,5615207885,286,,5615207925,233,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453499,454,17,2,49,5,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T21:36:14.665Z,2025-03-31T23:03:38Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615274895,55,453,5615207985,13,243,5615208959,393,,5615207981,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453597,462,1,2,49,26,8q6cv8g4bd3xdl7m88kll16na,0,33.8,26.6,2025-03-31T21:36:35.669Z,2025-03-31T21:36:38Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615208397,56,Center,5615208435,189,,5615208407,1,,5615208405,213,0.92,5615208391,5,,5615208393,155,,5615208399,140,57.2,5615208403,212,40.7,5615208401,141,74.3,5615208395,152,,,,,,,,,,,,,,,,,,,,,,,,
2794453621,456,4,2,49,31,bsykw9d70ffqe9atosc92n1e9,1,60.6,25.2,2025-03-31T21:36:40.251Z,2025-03-31T22:34:16Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615208589,56,Center,5615208605,233,463,5615208591,152,,5615208587,13,,5615208595,286,,5615272367,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453607,463,4,2,49,31,8q6cv8g4bd3xdl7m88kll16na,0,39.4,74.8,2025-03-31T21:36:40.252Z,2025-03-31T21:36:48Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615208565,152,,5615208559,13,,5615208563,56,Back,5615208561,295,,5615208807,55,464,5615208567,285,,5615208635,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453637,464,17,2,49,36,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-03-31T21:36:45.333Z,2025-03-31T21:36:51Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615208785,13,243,5615208787,55,463,5615208781,31,,5615208783,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794453823,457,1,2,50,3,bsykw9d70ffqe9atosc92n1e9,0,66.8,25.6,2025-03-31T21:37:12.155Z,2025-03-31T21:37:49Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615209679,2,,5615209691,141,73.0,5615209693,212,47.7,5615209695,213,0.74,5615209687,56,Center,5615209685,152,,5615209689,140,100.0,5615209697,1,,5615209683,155,,5615209681,5,,,,,,,,,,,,,,,,,,,,,,,,
2794453861,458,5,2,50,9,bsykw9d70ffqe9atosc92n1e9,0,100.9,86.5,2025-03-31T21:37:18.277Z,2025-03-31T22:32:28Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615209861,346,,5615210697,233,465,5615209859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454007,465,5,2,50,9,8q6cv8g4bd3xdl7m88kll16na,1,-0.9,13.5,2025-03-31T21:37:18.277Z,2025-03-31T22:32:28Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615210669,346,,5615210667,56,Back,5615210687,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454019,466,1,2,50,39,8q6cv8g4bd3xdl7m88kll16na,0,4.4,57.6,2025-03-31T21:37:48.037Z,2025-03-31T21:37:50Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615210757,213,0.35,5615210747,124,,5615210751,140,57.6,5615210753,141,87.7,5615210761,74,,5615210759,1,,5615210749,56,Left,5615210755,212,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454047,459,1,2,50,42,bsykw9d70ffqe9atosc92n1e9,1,44.2,21.8,2025-03-31T21:37:51.569Z,2025-03-31T21:37:55Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615210891,3,,5615210893,56,Right,5615210901,213,6.19,5615210895,140,58.0,5615210899,212,14.6,5615210897,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454053,460,3,2,50,45,bsykw9d70ffqe9atosc92n1e9,0,58.6,18.0,2025-03-31T21:37:54.667Z,2025-03-31T22:33:01Z,5xgcwr8alrcay5f5pf22pfaxg,H. Mikaelsson,,,5615210921,56,Right,5615210923,286,,5615210977,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454051,467,7,2,50,45,8q6cv8g4bd3xdl7m88kll16na,1,41.4,82.0,2025-03-31T21:37:54.668Z,2025-03-31T22:33:01Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615210917,56,Back,5615210947,233,460,5615210919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454055,468,50,2,50,46,8q6cv8g4bd3xdl7m88kll16na,1,41.4,83.0,2025-03-31T21:37:55.436Z,2025-03-31T21:38:01Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615210927,286,,5615211009,233,461,5615210925,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454065,461,7,2,50,46,bsykw9d70ffqe9atosc92n1e9,0,58.6,17.0,2025-03-31T21:37:55.437Z,2025-03-31T21:38:00Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615210989,285,,5615210991,233,468,5615210987,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454079,469,1,2,50,49,8q6cv8g4bd3xdl7m88kll16na,1,37.3,86.3,2025-03-31T21:37:58.132Z,2025-03-31T21:38:00Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615211047,56,Back,5615211055,213,1.06,5615211049,140,40.2,5615211053,212,6.2,5615211051,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454099,470,1,2,50,51,8q6cv8g4bd3xdl7m88kll16na,1,40.2,94.2,2025-03-31T21:38:00.484Z,2025-03-31T21:38:04Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615211219,213,5.78,5615211215,141,80.6,5615211217,212,19.2,5615211211,56,Left,5615211213,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454105,471,1,2,50,55,8q6cv8g4bd3xdl7m88kll16na,0,55.6,96.3,2025-03-31T21:38:04.636Z,2025-03-31T21:38:05Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615211249,212,15.1,5615211245,140,68.4,5615211241,155,,5615211247,141,86.2,5615211243,56,Left,5615211251,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454119,462,1,2,50,57,bsykw9d70ffqe9atosc92n1e9,1,28.8,23.0,2025-03-31T21:38:06.362Z,2025-03-31T21:38:08Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,,5615211327,140,27.3,5615211325,56,Back,5615211333,213,1.66,5615211331,212,17.6,5615211329,141,48.8,5615211323,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454135,463,1,2,50,59,bsykw9d70ffqe9atosc92n1e9,1,27.3,48.8,2025-03-31T21:38:08.578Z,2025-03-31T21:38:10Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615211429,157,,5615211431,56,Right,5615211433,140,63.3,5615211439,213,5.75,5615211441,1,,5615211435,141,15.8,5615211437,212,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454175,465,1,2,51,3,bsykw9d70ffqe9atosc92n1e9,1,67.0,44.0,2025-03-31T21:38:12.554Z,2025-03-31T21:38:31Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,1.0,,5615211757,213,0.59,5615212149,154,,5615211753,141,69.6,5615211751,140,92.0,5615212147,210,15,5615211755,212,31.5,5615211749,56,Center,5615211981,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454183,466,15,2,51,9,bsykw9d70ffqe9atosc92n1e9,1,91.8,66.7,2025-03-31T21:38:18.281Z,2025-03-31T22:42:21Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615212197,154,,5615279629,328,,5615211791,64,,5615212205,103,10.1,5615212207,146,98.8,5615212191,72,,5615212223,233,472,5615212199,55,465,5615279627,76,,5615280119,23,,5615212195,29,5615212203,102,5615211793,56,Center,,54.2,5615212211,147,52.7,,,,,,,,,,,
2794454173,472,10,2,51,9,8q6cv8g4bd3xdl7m88kll16na,1,1.5,44.8,2025-03-31T21:38:18.381Z,2025-03-31T21:38:32Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615212231,233,466,5615211739,56,Back,5615211897,179,,5615211733,173,,5615211737,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454191,467,6,2,51,10,bsykw9d70ffqe9atosc92n1e9,1,96.0,61.2,2025-03-31T21:38:19.277Z,2025-03-31T22:32:53Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,,5615211857,73,,5615211855,56,Center,5615211877,233,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454177,473,6,2,51,10,8q6cv8g4bd3xdl7m88kll16na,0,4.0,38.8,2025-03-31T21:38:19.277Z,2025-03-31T21:38:26Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5615211849,73,,5615211887,233,467,5615211847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454319,468,1,2,51,30,bsykw9d70ffqe9atosc92n1e9,0,99.5,99.5,2025-03-31T21:38:39.723Z,2025-03-31T21:38:41Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,,5615212561,155,,5615212563,223,,5615212559,6,,5615212569,141,52.5,5615212565,56,Center,5615212567,140,91.0,5615212571,212,33.2,5615212573,213,4.44,5615212557,2,,5615212575,1,,,,,,,,,,,,,,,,,,,,,,,,
2794454327,469,43,2,51,31,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-03-31T21:38:40.103Z,2025-03-31T21:44:32Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,,5615212629,56,Center,5615223409,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454337,474,12,2,51,31,8q6cv8g4bd3xdl7m88kll16na,1,8.4,41.9,2025-03-31T21:38:40.259Z,2025-03-31T21:44:32Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5615212671,56,Back,5615222673,233,470,5615212673,140,9.2,5615212675,141,33.7,5615212679,213,4.86,5615212681,15,,5615212677,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794455373,509,12,2,51,32,8q6cv8g4bd3xdl7m88kll16na,1,3.9,48.1,2025-03-31T21:38:41.259Z,2025-03-31T22:36:47Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5615218723,212,2.4,5615218721,141,47.1,5615223147,397,,5615271469,233,470,5615218719,140,6.1,5615218725,213,6.00,5615218717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454335,470,74,2,51,32,bsykw9d70ffqe9atosc92n1e9,1,85.7,61.1,2025-03-31T21:38:41.260Z,2025-03-31T22:33:12Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615222655,397,,5615222573,285,,5615222691,233,509,5615212669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794455975,532,1,2,51,35,8q6cv8g4bd3xdl7m88kll16na,1,7.6,38.6,2025-03-31T21:38:44.642Z,2025-03-31T21:43:59Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615222451,212,7.8,5615222453,213,0.00,5615222447,140,15.0,5615222445,56,Back,5615222449,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454353,475,61,2,51,38,8q6cv8g4bd3xdl7m88kll16na,1,19.8,31.1,2025-03-31T21:38:47.109Z,2025-03-31T21:44:12Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615212785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454407,477,1,2,51,40,8q6cv8g4bd3xdl7m88kll16na,1,33.3,35.0,2025-03-31T21:38:49.732Z,2025-03-31T21:38:56Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615213095,141,80.2,5615213099,213,1.18,5615213101,1,,5615213091,56,Back,5615213093,140,45.2,5615213085,155,,5615213097,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454419,478,1,2,51,47,8q6cv8g4bd3xdl7m88kll16na,1,65.3,53.2,2025-03-31T21:38:56.620Z,2025-03-31T21:38:59Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5615213173,56,Center,5615213175,140,71.1,5615213179,212,18.6,5615213181,213,5.05,5615213177,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454437,479,1,2,51,50,8q6cv8g4bd3xdl7m88kll16na,1,70.7,25.2,2025-03-31T21:38:58.907Z,2025-03-31T21:39:02Z,bxafjt88zqj5wgvx5r71c6cid,H. Bjørdal,,,5615213275,213,5.60,5615213273,212,12.6,5615213271,141,13.4,5615213267,56,Right,5615213269,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454445,480,1,2,51,53,8q6cv8g4bd3xdl7m88kll16na,0,83.3,19.2,2025-03-31T21:39:02.803Z,2025-03-31T21:39:03Z,d5jihfuxjuw51jgt6k4zhmrmy,M. Riisnæs,,,5615213319,140,93.1,5615213315,155,,5615213325,213,1.12,5615213313,2,,5615213323,212,23.6,5615213321,141,50.5,5615213317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454451,471,12,2,51,55,bsykw9d70ffqe9atosc92n1e9,1,13.5,49.6,2025-03-31T21:39:04.202Z,2025-03-31T21:39:05Z,18paxu0ihqdu4kbd2ddi5z1t5,M. Roseth,,,5615213347,141,52.1,5615213357,15,,5615213349,212,10.3,5615213345,140,23.2,5615213343,56,Back,5615213351,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454463,481,15,2,51,56,8q6cv8g4bd3xdl7m88kll16na,1,77.2,39.9,2025-03-31T21:39:05.860Z,2025-03-31T22:39:20Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5615223863,103,19,5615213421,18,,5615223859,78,,5615223729,82,,5615213419,22,,5615223725,20,,5615223871,147,43.0,5615223875,231,47.8,5615213423,56,Center,5615223861,102,49.5,5615223881,233,5615223869,146,5615223865,215,,472,84.5,5615223867,458,,5615223873,230,5615277369,108,,98.1,,,,,
2794454473,472,10,2,51,57,bsykw9d70ffqe9atosc92n1e9,1,11.0,55.2,2025-03-31T21:39:05.960Z,2025-03-31T21:44:49Z,7ctsofo6904i5ysgpfh2sdv1m,C. Cappis,,,5615223887,233,481,5615214037,94,,5615213459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454477,473,61,2,52,0,bsykw9d70ffqe9atosc92n1e9,1,15.5,50.1,2025-03-31T21:39:09.675Z,2025-03-31T21:39:09Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615213509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454491,482,1,2,52,1,8q6cv8g4bd3xdl7m88kll16na,1,84.0,60.8,2025-03-31T21:39:10.156Z,2025-03-31T21:39:14Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5615213603,155,,5615213605,56,Center,5615213609,141,69.9,5615213607,140,98.2,5615213611,212,16.1,5615213613,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454495,483,1,2,52,4,8q6cv8g4bd3xdl7m88kll16na,0,98.7,71.6,2025-03-31T21:39:13.315Z,2025-03-31T22:34:32Z,c9a0owmk742hzaoxqlmxrruju,N. Pallas,,,5615213633,155,,5615213631,2,,5615213635,56,Center,5615213639,141,56.8,5615213643,213,4.15,5615213641,212,11.9,5615213637,140,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454497,474,12,2,52,5,bsykw9d70ffqe9atosc92n1e9,1,8.2,40.6,2025-03-31T21:39:14.058Z,2025-03-31T21:39:15Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615213647,140,14.3,5615213651,212,19.5,5615213653,213,5.05,5615213655,15,,5615213649,141,13.5,5615213645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454515,484,1,2,52,9,8q6cv8g4bd3xdl7m88kll16na,1,84.5,89.9,2025-03-31T21:39:17.980Z,2025-03-31T21:54:36Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,1.0,,5615213783,140,79.1,5615213781,56,Left,5615213785,141,78.9,5615213789,213,4.06,5615214225,210,14,5615213787,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454517,485,14,2,52,10,8q6cv8g4bd3xdl7m88kll16na,1,78.1,74.4,2025-03-31T21:39:19.756Z,2025-03-31T22:40:05Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615214081,20,,5615214267,103,32.3,5615214273,231,49.5,5615214269,215,,5615213793,22,,5615214265,102,44.6,5615214261,55,484,5615213797,56,Center,5615214257,75,,5615214271,230,98.6,5615214259,29,5615213795,18,,,,,,,,,,,,,,,,,,,
2794454569,475,5,2,52,14,bsykw9d70ffqe9atosc92n1e9,1,-0.7,32.7,2025-03-31T21:39:23.755Z,2025-03-31T22:32:28Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,,5615214035,346,,5615214033,56,Back,5615214077,233,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794454575,487,5,2,52,14,8q6cv8g4bd3xdl7m88kll16na,0,100.7,67.3,2025-03-31T21:39:23.755Z,2025-03-31T22:32:29Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5615214063,346,,5615214061,56,Center,5615214091,233,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
