id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2795670851,552,5,2,63,53,59as3grjvj19voay31j3yfgni,0,101.2,42.4,2025-04-04T18:25:58.723Z,2025-04-04T18:28:53Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622068119,56,Center,5622068121,346,,5622068871,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795670957,556,5,2,63,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,-1.2,57.6,2025-04-04T18:25:58.723Z,2025-04-04T18:28:52Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622068851,233,552,5622068721,56,Back,5622068723,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671195,557,1,2,64,8,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.1,62.7,2025-04-04T18:26:13.671Z,2025-04-04T18:26:15Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622069987,140,2.5,5622069989,141,52.1,5622069993,213,4.35,5622069985,56,Back,5622069991,212,7.7,5622069997,237,,5622069983,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671221,558,1,2,64,10,9w3sjm5ml4sjr2v81oxzdrt8v,1,2.8,52.1,2025-04-04T18:26:15.224Z,2025-04-04T18:26:16Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622070143,155,,5622070163,212,47.8,5622070155,140,48.0,5622070159,141,60.7,5622070169,213,0.12,5622070151,56,Back,5622070173,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671227,559,44,2,64,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.5,63.3,2025-04-04T18:26:16.370Z,2025-04-04T19:14:54Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5622070225,285,,5622070223,56,Back,5622070259,233,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671213,553,44,2,64,11,59as3grjvj19voay31j3yfgni,0,51.5,36.7,2025-04-04T18:26:16.371Z,2025-04-04T19:14:55Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622070109,286,,5622070107,56,Center,5622070295,233,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671233,560,61,2,64,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,48.0,60.7,2025-04-04T18:26:17.350Z,2025-04-04T18:26:17Z,54ipja7wrxji6kn8yw5uhr6ga,F. Danho,,,5622070239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671251,554,1,2,64,12,59as3grjvj19voay31j3yfgni,0,52.7,43.8,2025-04-04T18:26:17.604Z,2025-04-04T20:40:09Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5622070327,141,43.0,5622070325,140,69.4,5622070329,212,17.5,5622070323,56,Center,5622070331,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671353,561,1,2,64,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,36.2,53.9,2025-04-04T18:26:19.848Z,2025-04-04T18:26:24Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622070941,213,5.49,5622070933,56,Center,5622070935,140,51.3,5622070939,212,22.7,5622070937,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671377,562,1,2,64,19,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.4,30.1,2025-04-04T18:26:24.024Z,2025-04-04T18:26:25Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622071073,140,50.2,5622071071,56,Center,5622071077,212,4.9,5622071079,213,0.62,5622071075,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671383,563,1,2,64,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,50.2,34.3,2025-04-04T18:26:25.175Z,2025-04-04T18:26:26Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622071119,140,42.6,5622071117,56,Back,5622071125,213,3.68,5622071121,141,27.3,5622071123,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671481,564,1,2,64,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.6,27.3,2025-04-04T18:26:25.863Z,2025-04-04T18:26:32Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622071683,56,Back,5622071691,213,2.13,5622071689,212,21.3,5622071685,140,31.9,5622071687,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671503,565,1,2,64,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,33.1,53.8,2025-04-04T18:26:32.008Z,2025-04-04T18:26:33Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622071803,213,4.78,5622071801,212,14.9,5622071799,141,31.9,5622071795,56,Back,5622071797,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671553,566,1,2,64,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.0,31.9,2025-04-04T18:26:33.704Z,2025-04-04T18:26:36Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622072109,212,13.3,5622072105,140,39.6,5622072107,141,14.3,5622072111,213,5.17,5622072103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671595,567,1,2,64,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,39.6,14.3,2025-04-04T18:26:36.776Z,2025-04-04T18:26:39Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622072355,213,2.22,5622072347,56,Back,5622072349,140,32.3,5622072351,141,29.0,5622072353,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671617,568,1,2,64,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.3,29.0,2025-04-04T18:26:39.256Z,2025-04-04T18:26:40Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622072499,213,0.82,5622072495,141,39.0,5622072497,212,9.3,5622072493,140,38.4,5622072491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671631,569,1,2,64,35,9w3sjm5ml4sjr2v81oxzdrt8v,0,38.6,39.2,2025-04-04T18:26:40.424Z,2025-04-04T20:40:28Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622072601,213,5.54,5622072597,212,27.0,5622072585,56,Right,5622072589,140,57.6,5622072593,141,12.4,5622908619,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671669,555,1,2,64,36,59as3grjvj19voay31j3yfgni,0,42.5,86.9,2025-04-04T18:26:41.316Z,2025-04-04T18:26:43Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5622072771,56,Center,5622072773,140,60.8,5622072769,3,,5622072779,213,5.76,5622072775,141,70.6,5622072777,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671707,570,1,2,64,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.6,25.0,2025-04-04T18:26:42.937Z,2025-04-04T20:41:15Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622073017,141,34.6,5622073019,212,18.8,5622073015,140,46.4,5622073021,213,0.35,5622073011,3,,5622073013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671721,571,4,2,64,40,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.4,33.4,2025-04-04T18:26:45.064Z,2025-04-04T18:28:55Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622073231,286,,5622073223,13,,5622073341,233,556,5622073225,295,,5622073229,152,,5622073227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671713,556,4,2,64,40,59as3grjvj19voay31j3yfgni,0,53.6,66.6,2025-04-04T18:26:45.065Z,2025-04-04T19:11:13Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622073319,152,,5622073315,13,,5622073317,56,Center,5622073323,285,,5622403197,295,,5622073371,233,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671961,572,1,2,64,54,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.3,31.9,2025-04-04T18:26:59.033Z,2025-04-04T18:27:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622074675,212,18.5,5622074677,213,5.17,5622074673,141,7.5,5622074671,140,53.1,5622074667,152,,5622074669,56,Right,5622074665,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671979,573,1,2,64,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.1,7.5,2025-04-04T18:27:00.216Z,2025-04-04T18:27:00Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622074757,141,28.9,5622074755,140,44.2,5622074761,212,17.3,5622074753,56,Back,5622074765,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795671995,574,1,2,64,55,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.2,28.9,2025-04-04T18:27:00.793Z,2025-04-04T18:27:01Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622074849,140,52.5,5622074847,56,Right,5622074853,212,17.3,5622074851,141,6.9,5622074855,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672109,575,1,2,64,56,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.6,6.8,2025-04-04T18:27:01.801Z,2025-04-04T18:27:06Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622075447,141,22.6,5622075439,56,Back,5622075451,212,14.7,5622075455,213,2.32,5622075443,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672173,576,1,2,65,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.5,31.6,2025-04-04T18:27:06.841Z,2025-04-04T18:27:10Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622075885,212,22.5,5622075887,213,5.20,5622075883,141,2.3,5622075881,140,54.5,5622075879,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672189,577,1,2,65,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,49.7,13.7,2025-04-04T18:27:10.185Z,2025-04-04T18:27:11Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622075963,212,18.2,5622075961,141,34.4,5622075959,140,38.7,5622075957,56,Back,5622075965,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672205,578,1,2,65,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.7,34.4,2025-04-04T18:27:11.001Z,2025-04-04T18:27:12Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622076055,56,Center,5622076061,212,15.0,5622076059,141,35.9,5622076063,213,0.07,5622076057,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672227,579,1,2,65,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.0,35.9,2025-04-04T18:27:12.585Z,2025-04-04T18:27:14Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622076193,212,6.7,5622076189,140,52.9,5622076191,141,26.1,5622076187,56,Center,5622076195,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672265,580,61,2,65,9,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.9,26.1,2025-04-04T18:27:13.961Z,2025-04-04T20:42:14Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5622076375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672287,581,1,2,65,11,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.5,4.9,2025-04-04T18:27:16.571Z,2025-04-04T18:27:17Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622076525,141,14.9,5622076529,213,2.64,5622076527,212,14.0,5622076521,56,Back,5622076523,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672303,582,1,2,65,12,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.8,14.9,2025-04-04T18:27:17.289Z,2025-04-04T18:27:18Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622076615,213,0.62,5622076609,140,52.1,5622076607,56,Center,5622076613,212,10.7,5622076611,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672315,583,1,2,65,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,52.1,24.1,2025-04-04T18:27:18.057Z,2025-04-04T18:27:18Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5622076665,213,3.54,5622076693,156,,5622076663,212,9.5,5622076661,141,18.7,5622076659,140,43.8,5622076657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672447,584,1,2,65,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.8,18.7,2025-04-04T18:27:19.513Z,2025-04-04T18:27:25Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622077405,141,42.5,5622077409,213,2.61,5622077407,212,31.9,5622077399,56,Back,5622077403,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672467,585,1,2,65,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,17.6,42.5,2025-04-04T18:27:24.971Z,2025-04-04T18:27:25Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622077507,56,Back,5622077515,213,1.24,5622077509,140,22.0,5622077513,212,14.4,5622077511,141,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672549,586,1,2,65,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.0,62.5,2025-04-04T18:27:25.641Z,2025-04-04T18:27:28Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622077917,140,24.9,5622077915,56,Back,5622077919,141,92.5,5622077921,212,20.6,5622077923,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672689,587,1,2,65,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,32.4,83.0,2025-04-04T18:27:28.858Z,2025-04-04T18:27:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622078621,56,Back,5622078623,140,39.5,5622078627,212,13.0,5622078629,213,5.32,5622078625,141,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672589,557,83,2,65,26,59as3grjvj19voay31j3yfgni,0,54.3,29.7,2025-04-04T18:27:31.046Z,2025-04-04T18:27:37Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622078867,399,6uj3c69lgu6boblkjiuhoy6eh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672705,588,3,2,65,27,9w3sjm5ml4sjr2v81oxzdrt8v,0,43.0,64.2,2025-04-04T18:27:32.869Z,2025-04-04T20:42:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622078707,286,,5622913915,464,,5622078753,233,558,5622078705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672641,558,7,2,65,27,59as3grjvj19voay31j3yfgni,1,57.0,35.8,2025-04-04T18:27:32.870Z,2025-04-04T20:42:39Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622078407,56,Center,5622914089,383,,5622914093,389,,5622078409,285,,5622078737,233,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672699,560,50,2,65,30,59as3grjvj19voay31j3yfgni,1,55.9,29.0,2025-04-04T18:27:35.494Z,2025-04-04T19:14:28Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5622078693,286,,5622078691,56,Center,5622078931,233,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672735,589,7,2,65,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.1,71.0,2025-04-04T18:27:35.495Z,2025-04-04T20:42:51Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622078919,233,560,5622914437,384,,5622078859,56,Back,5622078861,285,,5622914439,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672761,591,1,2,65,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,37.2,65.7,2025-04-04T18:27:38.138Z,2025-04-04T18:27:38Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622079021,212,13.2,5622079023,213,2.96,5622079019,141,69.3,5622079015,56,Back,5622079017,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672855,592,1,2,65,33,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.8,69.3,2025-04-04T18:27:38.652Z,2025-04-04T18:27:42Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622079503,56,Back,5622079511,213,4.56,5622079507,141,45.2,5622079509,212,16.6,5622079505,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672885,593,1,2,65,37,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.8,40.7,2025-04-04T18:27:42.362Z,2025-04-04T18:27:44Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5622079721,212,11.9,5622079713,140,11.2,5622079717,141,47.0,5622079725,213,2.77,5622079709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672985,594,1,2,65,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,11.2,47.0,2025-04-04T18:27:44.042Z,2025-04-04T18:27:48Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5622080167,140,13.4,5622080169,141,70.8,5622080165,56,Back,5622080171,212,16.3,5622080173,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795672987,561,45,2,65,43,59as3grjvj19voay31j3yfgni,0,87.4,28.9,2025-04-04T18:27:47.946Z,2025-04-04T19:14:43Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5622080449,233,595,5622080179,286,,5622080177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673021,595,3,2,65,43,9w3sjm5ml4sjr2v81oxzdrt8v,1,12.6,71.1,2025-04-04T18:27:47.946Z,2025-04-04T20:42:59Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622914723,465,,5622080379,56,Back,5622080425,233,561,5622080381,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673051,596,1,2,65,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,22.2,72.0,2025-04-04T18:27:49.834Z,2025-04-04T18:27:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5622080567,140,24.1,5622080569,141,94.2,5622080571,212,15.2,5622080575,213,1.44,5622080563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673093,597,1,2,65,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.1,94.2,2025-04-04T18:27:51.499Z,2025-04-04T18:27:54Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5622080807,212,15.7,5622080805,141,93.1,5622080809,213,6.24,5622080803,140,39.0,5622080801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673087,562,45,2,65,49,59as3grjvj19voay31j3yfgni,0,57.0,15.4,2025-04-04T18:27:54.231Z,2025-04-04T19:14:43Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5622080781,56,Right,5622080783,285,,5622081403,233,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673185,598,3,2,65,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,43.0,84.6,2025-04-04T18:27:54.231Z,2025-04-04T20:43:08Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622915207,464,,5622081333,56,Back,5622081391,233,562,5622081335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673195,599,50,2,65,50,9w3sjm5ml4sjr2v81oxzdrt8v,1,41.1,76.5,2025-04-04T18:27:54.902Z,2025-04-04T19:19:07Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622103157,286,,5622081363,56,Back,5622103201,233,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673141,563,7,2,65,50,59as3grjvj19voay31j3yfgni,1,58.9,23.5,2025-04-04T18:27:54.903Z,2025-04-04T20:43:15Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622103185,233,599,5622082719,56,Center,5622082725,285,,5622915543,178,,5622915541,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673181,565,3,2,65,52,59as3grjvj19voay31j3yfgni,0,64.0,27.4,2025-04-04T18:27:57.440Z,2025-04-04T20:43:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622081735,233,600,5622915755,465,,5622081313,286,,5622081311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673243,600,7,2,65,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,36.0,72.6,2025-04-04T18:27:57.441Z,2025-04-04T20:43:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5622081699,233,565,5622081681,285,,5622081675,56,Back,5622916187,178,,5622916185,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795825075,892,61,2,65,52,59as3grjvj19voay31j3yfgni,1,62.6,19.6,2025-04-04T18:27:57.628Z,2025-04-04T20:43:49Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622916741,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673221,566,43,2,65,55,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-04T18:28:00.183Z,2025-04-04T20:44:54Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5622918887,144,83,5622082069,399,606hufq6dapf3qxcgilbc8tt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673303,601,43,2,65,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2025-04-04T18:28:04.234Z,2025-04-04T20:45:02Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622919131,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673327,602,1,2,65,59,9w3sjm5ml4sjr2v81oxzdrt8v,1,38.3,76.8,2025-04-04T18:28:04.715Z,2025-04-04T18:28:05Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5622082153,56,Back,5622082157,141,85.7,5622082161,213,0.61,5622082159,212,10.5,5622082155,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673351,603,1,2,66,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,46.9,80.5,2025-04-04T18:28:05.819Z,2025-04-04T19:19:14Z,8domjmewnw5h6b19vef8w0afp,M. Greve,,,5622082355,213,4.55,5622082361,1,,5622082343,140,39.9,5622082347,141,15.4,5622082337,196,,5622082351,212,44.9,5622082339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673407,604,1,2,66,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.4,15.2,2025-04-04T18:28:08.043Z,2025-04-04T18:28:10Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622082587,140,55.4,5622082593,213,5.83,5622082585,56,Right,5622082589,141,5.4,5622082591,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673427,605,1,2,66,5,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.3,3.8,2025-04-04T18:28:10.331Z,2025-04-04T18:28:11Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5622082705,213,2.62,5622082697,56,Right,5622082699,140,51.5,5622082701,141,8.1,5622082703,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795673453,606,1,2,66,6,9w3sjm5ml4sjr2v81oxzdrt8v,1,51.5,7.8,2025-04-04T18:28:11.258Z,2025-04-04T18:28:12Z,3cdo7b8vwb5kzeoaxzqm6esk4,S. Hansen,,,5622082867,56,Center,5622082875,213,1.41,5622082869,140,53.2,5622082871,141,23.7,5622082873,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
