id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2814209599,420,1,2,45,13,evf5hhqgnjhwjsth1m6pawxdp,1,22.7,30.0,2025-05-12T18:12:08.311Z,2025-05-12T18:12:11Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724088313,56,Back,5724088317,141,42.8,5724088315,140,11.1,5724088321,213,2.52,5724088319,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209637,421,1,2,45,16,evf5hhqgnjhwjsth1m6pawxdp,1,11.5,43.7,2025-05-12T18:12:11.168Z,2025-05-12T18:12:14Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724088531,140,12.8,5724088537,213,4.78,5724088533,141,15.5,5724088535,212,19.2,5724088527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209659,422,1,2,45,20,evf5hhqgnjhwjsth1m6pawxdp,0,13.6,15.3,2025-05-12T18:12:14.440Z,2025-05-12T18:12:16Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724088673,1,,5724088671,213,0.09,5724088669,212,43.3,5724088667,141,21.0,5724088661,157,,5724088663,56,Right,5724088665,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209663,407,1,2,45,22,czkf5t3ai00ghwbga03i5aqxw,0,41.3,72.9,2025-05-12T18:12:16.842Z,2025-05-12T18:12:17Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724088677,3,,5724088685,212,9.0,5724088683,141,73.2,5724088681,140,49.9,5724088687,213,0.02,5724088679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209671,423,61,2,45,24,evf5hhqgnjhwjsth1m6pawxdp,1,43.9,18.2,2025-05-12T18:12:18.787Z,2025-05-12T18:12:18Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724088717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209693,409,1,2,45,25,czkf5t3ai00ghwbga03i5aqxw,1,55.8,94.4,2025-05-12T18:12:19.626Z,2025-05-12T18:12:21Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724088849,56,Left,5724088855,212,11.3,5724088857,213,5.75,5724088851,140,65.1,5724088853,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209699,410,1,2,45,27,czkf5t3ai00ghwbga03i5aqxw,0,65.1,85.9,2025-05-12T18:12:21.738Z,2025-05-12T18:12:50Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5724088887,56,Center,5724088895,213,4.90,5724088889,140,67.6,5724088893,212,14.0,5724088891,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209729,424,1,2,45,29,evf5hhqgnjhwjsth1m6pawxdp,0,29.3,26.7,2025-05-12T18:12:24.048Z,2025-05-12T18:12:27Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724089119,1,,5724089109,56,Center,5724089115,212,46.9,5724089107,157,,5724089113,141,40.3,5724089117,213,0.20,5724089111,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209809,411,1,2,45,36,czkf5t3ai00ghwbga03i5aqxw,1,21.7,62.4,2025-05-12T18:12:31.378Z,2025-05-12T18:12:36Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724089595,56,Left,5724089593,155,,5724089597,140,61.7,5724089601,212,47.8,5724089603,213,0.50,5724089599,141,96.0,5724089605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209811,412,61,2,45,42,czkf5t3ai00ghwbga03i5aqxw,0,61.7,96.0,2025-05-12T18:12:36.554Z,2025-05-12T18:12:36Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5724089613,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209825,413,5,2,45,43,czkf5t3ai00ghwbga03i5aqxw,0,68.2,101.8,2025-05-12T18:12:37.554Z,2025-05-12T18:12:40Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5724089691,347,,5724089689,56,Left,5724089869,233,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814209841,425,5,2,45,43,evf5hhqgnjhwjsth1m6pawxdp,1,31.8,-1.8,2025-05-12T18:12:37.554Z,2025-05-12T19:06:04Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724089789,347,,5724089831,233,413,5724089787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210029,426,1,2,45,58,evf5hhqgnjhwjsth1m6pawxdp,0,30.8,0.0,2025-05-12T18:12:52.672Z,2025-05-12T18:12:53Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724090813,141,9.5,5724090817,213,0.88,5724090811,140,36.6,5724090807,107,,5724090815,212,9.6,5724090809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210023,414,8,2,45,58,czkf5t3ai00ghwbga03i5aqxw,1,61.7,80.8,2025-05-12T18:12:52.922Z,2025-05-12T18:12:53Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724090791,15,,5724090785,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210041,415,1,2,46,0,czkf5t3ai00ghwbga03i5aqxw,0,60.2,89.9,2025-05-12T18:12:54.739Z,2025-05-12T18:18:51Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724090879,140,61.1,5724090883,212,5.8,5724090881,141,81.5,5724090877,56,Left,5724090885,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211557,429,43,2,46,1,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:12:55.649Z,2025-05-12T18:49:40Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724217423,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210051,427,8,2,46,1,evf5hhqgnjhwjsth1m6pawxdp,1,39.1,8.0,2025-05-12T18:12:55.944Z,2025-05-12T18:12:56Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724090923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210089,428,4,2,46,6,evf5hhqgnjhwjsth1m6pawxdp,1,50.8,21.8,2025-05-12T18:13:00.607Z,2025-05-12T18:13:04Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724091229,265,,5724091223,13,,5724091227,152,,5724091231,286,,5724091225,56,Center,5724091339,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210101,416,4,2,46,6,czkf5t3ai00ghwbga03i5aqxw,0,49.2,78.2,2025-05-12T18:13:00.608Z,2025-05-12T18:14:16Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724091319,152,,5724091321,265,,5724091323,285,,5724091317,56,Back,5724091371,233,428,5724091315,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210259,429,1,2,46,18,evf5hhqgnjhwjsth1m6pawxdp,1,56.6,15.3,2025-05-12T18:13:13.032Z,2025-05-12T18:13:16Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724092161,152,,5724092167,141,61.8,5724092163,56,Back,5724092165,140,41.7,5724092159,5,,5724092169,212,35.3,5724092177,189,,5724092173,1,,5724092171,213,2.03,,,,,,,,,,,,,,,,,,,,,,,
2814210271,430,1,2,46,19,evf5hhqgnjhwjsth1m6pawxdp,1,42.3,63.2,2025-05-12T18:13:13.832Z,2025-05-12T18:14:32Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724092221,141,85.2,5724092223,212,28.3,5724092219,140,65.2,5724092217,56,Left,5724092225,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210283,431,1,2,46,20,evf5hhqgnjhwjsth1m6pawxdp,0,55.4,81.2,2025-05-12T18:13:15.343Z,2025-05-12T18:14:53Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724097505,212,20.9,5724097507,213,5.71,5724097503,141,64.6,5724097501,140,72.1,5724097499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210255,417,8,2,46,21,czkf5t3ai00ghwbga03i5aqxw,1,28.0,25.3,2025-05-12T18:13:15.907Z,2025-05-12T18:13:17Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724092145,56,Back,5724092195,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210301,419,1,2,46,23,czkf5t3ai00ghwbga03i5aqxw,1,28.6,24.4,2025-05-12T18:13:17.953Z,2025-05-12T18:13:19Z,6051gs5j7d6zss35h2twoqnd,H. Finndell,,,5724092357,56,Back,5724092359,140,33.2,5724092365,213,5.36,5724092363,212,8.0,5724092361,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210345,420,2,2,46,25,czkf5t3ai00ghwbga03i5aqxw,1,35.3,14.6,2025-05-12T18:13:19.818Z,2025-05-12T19:15:39Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724092615,140,57.7,5724092609,7,dvl8q7nwvz3o6d73220d1ag2d,5724092617,141,29.1,5724092613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210619,433,1,2,46,45,evf5hhqgnjhwjsth1m6pawxdp,0,40.2,82.6,2025-05-12T18:13:40.271Z,2025-05-12T18:15:38Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724094049,212,20.5,5724094039,5,,5724094051,213,5.91,5724094045,140,58.4,5724098741,189,,5724094041,241,,5724094047,141,71.6,5724094043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210511,421,61,2,46,46,czkf5t3ai00ghwbga03i5aqxw,0,42.6,36.0,2025-05-12T18:13:40.851Z,2025-05-12T18:14:02Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724093519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210623,434,4,2,46,56,evf5hhqgnjhwjsth1m6pawxdp,1,54.2,50.8,2025-05-12T18:13:50.784Z,2025-05-12T19:06:00Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724094119,265,,5724094121,286,,5724096647,233,422,5724094115,56,Center,5724094117,152,,5724094113,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210701,422,4,2,46,56,czkf5t3ai00ghwbga03i5aqxw,0,45.8,49.2,2025-05-12T18:13:50.785Z,2025-05-12T19:06:00Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724094553,152,,5724094557,285,,5724094551,56,Back,5724096667,233,434,5724094555,265,,5724094549,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210763,435,1,2,47,8,evf5hhqgnjhwjsth1m6pawxdp,1,56.4,47.8,2025-05-12T18:14:02.927Z,2025-05-12T18:14:05Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724094899,212,21.1,5724094901,213,3.73,5724094895,140,39.7,5724094889,5,,5724094897,141,30.6,5724094893,56,Back,5724094891,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210809,436,1,2,47,10,evf5hhqgnjhwjsth1m6pawxdp,1,38.8,30.7,2025-05-12T18:14:05.391Z,2025-05-12T18:14:10Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724095117,56,Back,5724095119,140,35.7,5724095121,141,10.0,5724095123,212,14.4,5724095125,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210789,423,43,2,47,13,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:14:07.761Z,2025-05-12T18:14:13Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5724095291,144,83,5724095233,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210793,424,83,2,47,13,czkf5t3ai00ghwbga03i5aqxw,0,66.0,78.5,2025-05-12T18:14:08.402Z,2025-05-12T18:14:13Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724095207,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210819,437,1,2,47,15,evf5hhqgnjhwjsth1m6pawxdp,1,29.9,12.0,2025-05-12T18:14:10.111Z,2025-05-12T18:14:11Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724095185,141,40.4,5724095183,140,10.0,5724095181,56,Back,5724095187,212,28.5,5724095189,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210851,438,1,2,47,17,evf5hhqgnjhwjsth1m6pawxdp,1,11.5,39.4,2025-05-12T18:14:11.878Z,2025-05-12T18:14:15Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724095363,213,5.51,5724095359,212,18.3,5724095357,141,20.7,5724095351,56,Back,5724095353,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210903,439,1,2,47,20,evf5hhqgnjhwjsth1m6pawxdp,1,24.1,20.7,2025-05-12T18:14:15.328Z,2025-05-12T18:14:20Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724095661,212,21.0,5724095663,213,2.44,5724095657,140,8.8,5724095659,141,40.6,5724095655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210947,440,1,2,47,26,evf5hhqgnjhwjsth1m6pawxdp,1,9.8,40.6,2025-05-12T18:14:20.800Z,2025-05-12T18:14:25Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724095879,213,5.98,5724095869,157,,5724095873,140,63.8,5724095877,212,59.4,5724095871,56,Right,5724095875,141,14.4,5724095881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210953,441,44,2,47,29,evf5hhqgnjhwjsth1m6pawxdp,1,67.2,16.4,2025-05-12T18:14:23.904Z,2025-05-12T18:14:26Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724095929,233,425,5724095913,56,Right,5724095915,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210937,425,44,2,47,29,czkf5t3ai00ghwbga03i5aqxw,0,33.9,84.2,2025-05-12T18:14:23.905Z,2025-05-12T18:14:26Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724095813,285,,5724095811,56,Back,5724095951,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210997,442,1,2,47,30,evf5hhqgnjhwjsth1m6pawxdp,1,63.8,14.4,2025-05-12T18:14:24.633Z,2025-05-12T18:52:42Z,2vfhae70oyyzm0qttlckworqi,A. Carlén,,,5724096255,213,5.06,5724096249,140,66.1,5724096251,141,4.7,5724096253,212,7.0,5724096245,168,,5724096247,56,Right,5724096243,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210999,443,4,2,47,34,evf5hhqgnjhwjsth1m6pawxdp,1,75.0,7.2,2025-05-12T18:14:28.689Z,2025-05-12T18:14:39Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5724096277,265,,5724096271,13,,5724096273,56,Right,5724096303,233,426,5724096279,286,,5724096275,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814210975,426,4,2,47,34,czkf5t3ai00ghwbga03i5aqxw,0,25.0,92.8,2025-05-12T18:14:28.690Z,2025-05-12T18:14:36Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724096321,233,443,5724096111,13,,5724096117,265,,5724096113,56,Back,5724096115,152,,5724096119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211377,444,1,2,48,13,evf5hhqgnjhwjsth1m6pawxdp,0,66.6,7.6,2025-05-12T18:15:07.480Z,2025-05-12T18:15:08Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724098267,5,,5724098279,212,38.8,5724098265,2,,5724098281,213,0.82,5724098283,1,,5724098275,140,91.9,5724098269,155,,5724098277,141,49.1,5724098273,56,Center,5724098271,152,,,,,,,,,,,,,,,,,,,,,
2814211385,427,12,2,48,14,czkf5t3ai00ghwbga03i5aqxw,1,8.4,48.8,2025-05-12T18:15:09.018Z,2025-05-12T18:15:10Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724098315,56,Back,5724098351,167,,5724098317,140,6.9,5724098319,141,0.0,5724098323,213,4.67,5724098321,212,33.6,5724098337,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211391,428,5,2,48,15,czkf5t3ai00ghwbga03i5aqxw,0,5.8,-1.0,2025-05-12T18:15:10.178Z,2025-05-12T18:15:14Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,,5724098445,233,445,5724098343,56,Back,5724098345,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211411,445,5,2,48,15,evf5hhqgnjhwjsth1m6pawxdp,1,94.2,101.0,2025-05-12T18:15:10.178Z,2025-05-12T19:06:05Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724098423,347,,5724098421,56,Left,5724098431,233,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211575,446,1,2,48,32,evf5hhqgnjhwjsth1m6pawxdp,1,95.2,100.0,2025-05-12T18:15:26.648Z,2025-05-12T18:15:33Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724099245,212,36.4,5724099237,107,,5724099247,213,3.50,5724099241,140,62.7,5724099243,141,82.6,5724099249,1,,5724099239,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211621,447,1,2,48,38,evf5hhqgnjhwjsth1m6pawxdp,1,56.2,74.4,2025-05-12T18:15:32.992Z,2025-05-12T18:15:36Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5724099467,56,Back,5724099477,1,,5724099471,141,60.6,5724099473,212,33.5,5724099469,140,25.6,5724099475,213,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211637,448,1,2,48,41,evf5hhqgnjhwjsth1m6pawxdp,1,27.6,60.8,2025-05-12T18:15:35.752Z,2025-05-12T18:15:38Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5724099561,56,Back,5724099567,212,17.0,5724099563,140,29.9,5724099565,141,36.1,5724099569,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211661,449,1,2,48,43,evf5hhqgnjhwjsth1m6pawxdp,1,31.1,38.3,2025-05-12T18:15:37.952Z,2025-05-12T18:15:41Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5724099665,56,Center,5724099673,213,0.03,5724099669,141,39.5,5724099671,212,26.3,5724099667,140,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211695,450,1,2,48,46,evf5hhqgnjhwjsth1m6pawxdp,1,52.8,33.4,2025-05-12T18:15:40.848Z,2025-05-12T18:15:44Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724099839,212,10.4,5724099837,141,18.8,5724099833,56,Right,5724099841,213,5.01,5724099835,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211703,451,43,2,48,49,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-05-12T18:15:43.457Z,2025-05-12T18:19:29Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724099893,56,Right,5724099897,265,0,5724099891,13,0,5724111723,144,4,5724099899,286,0,5724099895,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211679,430,83,2,48,49,czkf5t3ai00ghwbga03i5aqxw,0,39.2,88.2,2025-05-12T18:15:43.458Z,2025-05-12T18:19:44Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5724112521,399,1vla5l510mtb859zevvplneju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211781,452,1,2,48,50,evf5hhqgnjhwjsth1m6pawxdp,1,53.8,4.9,2025-05-12T18:15:44.696Z,2025-05-12T18:20:43Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5724100337,140,63.1,5724100339,141,4.1,5724100341,212,9.8,5724100343,213,6.23,5724100335,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814214319,498,1,2,48,52,evf5hhqgnjhwjsth1m6pawxdp,1,60.1,34.8,2025-05-12T18:15:46.650Z,2025-05-12T18:20:50Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5724116337,213,2.20,5724116333,141,65.2,5724116331,140,45.9,5724116329,56,Back,5724116335,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211749,431,43,2,48,53,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:15:48.273Z,2025-05-12T18:20:41Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724112497,399,1vla5l510mtb859zevvplneju,5724115809,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211765,432,43,2,48,56,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-12T18:15:50.977Z,2025-05-12T18:20:58Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5724100265,285,0,5724100263,56,Back,5724116895,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211815,453,1,2,48,59,evf5hhqgnjhwjsth1m6pawxdp,1,63.8,55.7,2025-05-12T18:15:53.528Z,2025-05-12T18:21:00Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5724100539,140,68.6,5724100537,56,Left,5724100545,213,1.33,5724100543,212,21.5,5724100541,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211873,454,1,2,49,0,evf5hhqgnjhwjsth1m6pawxdp,1,71.6,87.5,2025-05-12T18:15:55.224Z,2025-05-12T18:21:02Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5724100829,212,26.5,5724100827,141,66.3,5724100823,56,Center,5724100831,213,5.71,5724100825,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211903,455,1,2,49,4,evf5hhqgnjhwjsth1m6pawxdp,1,96.9,68.8,2025-05-12T18:15:58.744Z,2025-05-12T18:16:01Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5724101017,56,Center,5724101025,213,3.10,5724101021,141,69.4,5724101023,212,9.2,5724101019,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211909,456,1,2,49,7,evf5hhqgnjhwjsth1m6pawxdp,0,86.6,84.4,2025-05-12T18:16:01.505Z,2025-05-12T18:44:45Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724196345,1,,5724101071,212,34.3,5724101073,213,5.18,5724101069,141,39.5,5724101061,2,,5724101063,155,,5724101067,140,100.0,5724101065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2814211915,433,5,2,49,7,czkf5t3ai00ghwbga03i5aqxw,1,-1.4,55.6,2025-05-12T18:16:01.955Z,2025-05-12T19:06:05Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5724101087,56,Back,5724101089,346,,5724101663,233,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814212017,457,5,2,49,7,evf5hhqgnjhwjsth1m6pawxdp,0,101.4,44.4,2025-05-12T18:16:01.955Z,2025-05-12T19:06:05Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5724101651,346,,5724101681,233,433,5724101649,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814212087,434,1,2,49,27,czkf5t3ai00ghwbga03i5aqxw,1,5.5,59.3,2025-05-12T18:16:21.777Z,2025-05-12T18:16:23Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724102075,212,11.1,5724102081,237,,5724102069,56,Back,5724102071,140,3.2,5724102073,141,43.3,5724102077,213,4.49,5724102067,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814212097,435,1,2,49,28,czkf5t3ai00ghwbga03i5aqxw,1,3.2,43.3,2025-05-12T18:16:23.137Z,2025-05-12T18:16:24Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5724102131,56,Back,5724102135,140,4.6,5724102147,213,1.49,5724102143,212,19.2,5724102139,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814212109,436,1,2,49,29,czkf5t3ai00ghwbga03i5aqxw,1,4.6,71.4,2025-05-12T18:16:23.864Z,2025-05-12T18:16:25Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5724102265,212,19.4,5724102259,56,Back,5724102263,141,95.6,5724102267,213,1.01,5724102261,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814212135,437,1,2,49,30,czkf5t3ai00ghwbga03i5aqxw,1,14.4,95.6,2025-05-12T18:16:25.057Z,2025-05-12T18:16:28Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5724102417,56,Back,5724102419,140,32.0,5724102421,141,95.9,5724102423,212,18.5,5724102425,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814212163,438,1,2,49,34,czkf5t3ai00ghwbga03i5aqxw,1,32.0,95.9,2025-05-12T18:16:28.481Z,2025-05-12T18:19:57Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5724102565,140,49.2,5724102563,56,Back,5724102567,141,92.1,5724102569,212,18.2,5724102571,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
