id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800335917,478,1,2,45,52,e3k8yw2rbmphyfu5htn4yi5jk,1,88.2,100.0,2025-04-13T00:43:08.386Z,2025-04-13T00:43:12Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647636271,213,4.95,5647636265,140,91.7,5647636267,141,79.4,5647636269,212,15.8,5647636261,107,,5647636263,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800335965,479,1,2,45,55,e3k8yw2rbmphyfu5htn4yi5jk,0,98.1,79.3,2025-04-13T00:43:11.330Z,2025-04-13T00:47:02Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647636499,140,98.2,5647636501,141,77.5,5647636493,2,,5647654533,286,,5647636505,213,4.80,5647636497,56,Center,5647636503,212,1.2,5647654847,233,321,5647636495,155,,5647654531,236,,,,,,,,,,,,,,,,,,,,,,,,,
2800336029,321,12,2,45,55,224tl8u2smnbyliroayk69nt0,1,15.8,16.4,2025-04-13T00:43:11.430Z,2025-04-13T00:47:02Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647636875,56,Back,5647654873,233,479,5647636873,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336043,322,6,2,46,5,224tl8u2smnbyliroayk69nt0,0,10.6,18.6,2025-04-13T00:43:21.851Z,2025-04-13T01:47:20Z,c4va4gt5g10zm05qtucgyt889,D. Griffin,,,5647637075,233,480,5647637015,56,Back,5647637017,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336027,480,6,2,46,5,e3k8yw2rbmphyfu5htn4yi5jk,1,89.4,81.4,2025-04-13T00:43:21.851Z,2025-04-13T01:47:20Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647637037,233,322,5647637005,56,Left,5647637009,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336267,481,1,2,46,21,e3k8yw2rbmphyfu5htn4yi5jk,1,99.5,99.5,2025-04-13T00:43:37.955Z,2025-04-13T00:46:31Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647638237,213,3.70,5647638235,212,8.5,5647638227,6,,5647638229,56,Left,5647638233,141,92.9,5647638231,140,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338273,502,1,2,46,22,e3k8yw2rbmphyfu5htn4yi5jk,1,89.1,92.1,2025-04-13T00:43:38.555Z,2025-04-13T00:45:53Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647649147,141,92.1,5647649155,213,3.14,5647649151,212,10.3,5647649139,56,Left,5647649145,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336291,482,1,2,46,25,e3k8yw2rbmphyfu5htn4yi5jk,0,87.8,90.6,2025-04-13T00:43:41.307Z,2025-04-13T00:46:33Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647638361,141,53.3,5647638355,155,,5647638363,212,25.9,5647638357,56,Center,5647638359,140,92.9,5647638365,213,4.92,5647638353,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336309,323,12,2,46,26,224tl8u2smnbyliroayk69nt0,1,13.3,50.8,2025-04-13T00:43:42.823Z,2025-04-13T01:43:25Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647638459,213,0.40,5647638447,140,26.1,5647638455,212,14.6,5647638451,141,59.2,5647638445,56,Back,5647638497,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336371,324,4,2,46,31,224tl8u2smnbyliroayk69nt0,1,23.5,48.3,2025-04-13T00:43:47.575Z,2025-04-13T01:47:28Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647638849,13,,5647639169,233,483,5647638857,285,,5647638855,265,,5647638853,152,,5647638851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336389,483,4,2,46,31,e3k8yw2rbmphyfu5htn4yi5jk,0,76.5,51.7,2025-04-13T00:43:47.576Z,2025-04-13T02:28:59Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647639131,56,Center,5647639129,13,,5647639133,152,,5647639193,233,324,5647639137,286,,5647639135,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336591,325,1,2,46,48,224tl8u2smnbyliroayk69nt0,1,31.3,43.6,2025-04-13T00:44:04.518Z,2025-04-13T01:43:36Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647640097,212,14.3,5647640081,5,,5647640095,141,64.6,5647640083,152,,5647640091,140,32.3,5647640087,56,Back,5647640101,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336627,326,1,2,46,49,224tl8u2smnbyliroayk69nt0,1,33.4,68.1,2025-04-13T00:44:05.886Z,2025-04-13T00:44:07Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647640287,140,67.6,5647640285,56,Left,5647640293,212,37.3,5647640295,213,0.28,5647640297,1,,5647640289,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336683,327,1,2,46,50,224tl8u2smnbyliroayk69nt0,1,63.4,84.9,2025-04-13T00:44:07.127Z,2025-04-13T00:44:11Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647640589,213,0.08,5647640581,56,Left,5647640583,140,77.8,5647640585,141,86.6,5647640587,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336775,328,1,2,46,55,224tl8u2smnbyliroayk69nt0,1,89.2,89.9,2025-04-13T00:44:11.359Z,2025-04-13T00:44:16Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647641089,141,73.8,5647641093,213,3.84,5647641085,56,Center,5647641091,212,17.1,5647641087,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336791,329,3,2,46,59,224tl8u2smnbyliroayk69nt0,0,78.2,70.0,2025-04-13T00:44:15.758Z,2025-04-13T01:44:20Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647871805,286,,5647641155,56,Center,5647872519,233,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800377269,892,7,2,46,59,e3k8yw2rbmphyfu5htn4yi5jk,0,21.8,30.0,2025-04-13T00:44:15.759Z,2025-04-13T01:44:19Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5647872499,56,Back,5647872501,285,,5647872507,233,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336805,330,1,2,47,0,224tl8u2smnbyliroayk69nt0,0,87.7,73.0,2025-04-13T00:44:16.510Z,2025-04-13T00:44:17Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647641217,141,65.9,5647641207,56,Center,5647641223,213,4.60,5647641211,140,87.2,5647641219,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336843,485,1,2,47,2,e3k8yw2rbmphyfu5htn4yi5jk,1,5.8,38.8,2025-04-13T00:44:18.304Z,2025-04-13T00:44:19Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647641407,56,Back,5647641417,213,5.68,5647641413,141,31.9,5647641411,140,12.3,5647641415,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336871,486,1,2,47,2,e3k8yw2rbmphyfu5htn4yi5jk,1,12.3,31.9,2025-04-13T00:44:19.163Z,2025-04-13T00:48:05Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647641541,140,15.7,5647641547,212,16.5,5647641539,56,Back,5647641545,141,8.2,5647641551,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336941,487,1,2,47,6,e3k8yw2rbmphyfu5htn4yi5jk,0,15.9,8.2,2025-04-13T00:44:22.539Z,2025-04-13T00:44:25Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647641961,212,48.8,5647641955,56,Center,5647641963,213,0.23,5647641957,140,61.1,5647641959,141,24.7,5647641965,1,,5647641953,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800336967,331,1,2,47,9,224tl8u2smnbyliroayk69nt0,1,36.8,70.7,2025-04-13T00:44:25.253Z,2025-04-13T00:44:28Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647642097,3,,5647642107,212,13.9,5647642103,141,50.9,5647642099,56,Back,5647642101,140,33.4,5647642111,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337009,333,1,2,47,11,224tl8u2smnbyliroayk69nt0,1,33.4,50.9,2025-04-13T00:44:28.158Z,2025-04-13T00:44:31Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647642285,56,Back,5647642291,212,8.6,5647642289,141,39.7,5647642293,213,5.19,5647642287,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337147,334,1,2,47,14,224tl8u2smnbyliroayk69nt0,1,40.5,30.2,2025-04-13T00:44:30.854Z,2025-04-13T00:44:39Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,,5647642989,213,3.12,5647642983,140,31.8,5647642981,56,Back,5647642985,141,30.5,5647642987,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337155,335,1,2,47,23,224tl8u2smnbyliroayk69nt0,0,32.8,22.3,2025-04-13T00:44:39.454Z,2025-04-13T00:44:40Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647643037,1,,5647643033,212,33.2,5647643029,140,64.4,5647643025,155,,5647643031,141,22.1,5647643035,213,6.28,5647643027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337223,488,1,2,47,26,e3k8yw2rbmphyfu5htn4yi5jk,1,22.3,85.3,2025-04-13T00:44:42.371Z,2025-04-13T00:44:45Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647643437,141,86.5,5647643435,140,34.6,5647643441,213,0.06,5647643433,56,Back,5647643431,3,,5647643439,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337247,490,1,2,47,29,e3k8yw2rbmphyfu5htn4yi5jk,1,34.6,86.5,2025-04-13T00:44:45.451Z,2025-04-13T00:44:47Z,aur71sievd8d2fnrumu3xf6c,N. Dossantos,,,5647643563,56,Back,5647643569,212,8.1,5647643567,141,76.1,5647643565,140,38.3,5647643571,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337295,491,1,2,47,31,e3k8yw2rbmphyfu5htn4yi5jk,1,38.3,76.1,2025-04-13T00:44:47.259Z,2025-04-13T00:44:52Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647643839,141,49.0,5647643841,212,20.1,5647643843,213,4.30,5647643835,56,Back,5647643837,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337315,492,1,2,47,35,e3k8yw2rbmphyfu5htn4yi5jk,0,35.3,46.0,2025-04-13T00:44:52.098Z,2025-04-13T00:44:53Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647643925,212,26.9,5647643919,56,Center,5647643927,213,0.06,5647643923,141,48.5,5647643921,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337389,336,1,2,47,40,224tl8u2smnbyliroayk69nt0,1,42.0,46.9,2025-04-13T00:44:56.709Z,2025-04-13T00:46:37Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,,5647644311,141,62.6,5647644301,56,Center,5647644325,1,,5647644321,213,0.33,5647644307,140,71.4,5647644297,157,,5647644315,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337449,338,1,2,47,44,224tl8u2smnbyliroayk69nt0,1,73.6,86.6,2025-04-13T00:45:00.653Z,2025-04-13T00:45:01Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,,5647644617,213,3.30,5647644615,212,8.3,5647644613,141,84.7,5647644611,140,65.8,5647644609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337479,339,1,2,47,44,224tl8u2smnbyliroayk69nt0,1,65.8,84.7,2025-04-13T00:45:01.214Z,2025-04-13T00:45:03Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647644791,141,72.7,5647644787,56,Center,5647644799,213,4.32,5647644789,140,62.6,5647644795,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337573,340,1,2,47,47,224tl8u2smnbyliroayk69nt0,1,60.9,68.2,2025-04-13T00:45:03.382Z,2025-04-13T00:45:08Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,,5647645287,56,Back,5647645293,212,30.1,5647645291,141,33.2,5647645295,213,4.05,5647645289,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337601,341,1,2,47,52,224tl8u2smnbyliroayk69nt0,1,58.1,28.0,2025-04-13T00:45:08.326Z,2025-04-13T00:45:10Z,c8nk2hg1xy4h4646ajpq65dnu,I. Osumanu,,,5647645477,213,5.54,5647645473,141,24.2,5647645469,56,Center,5647645471,140,60.8,5647645475,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337611,342,3,2,47,53,224tl8u2smnbyliroayk69nt0,0,60.8,24.2,2025-04-13T00:45:10.142Z,2025-04-13T00:46:17Z,1l26kd7tulii6x999b3fdxi0a,B. Sample,,,5647645521,56,Center,5647645549,211,,5647645523,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337673,494,1,2,47,57,e3k8yw2rbmphyfu5htn4yi5jk,1,33.8,70.9,2025-04-13T00:45:13.739Z,2025-04-13T00:45:15Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647645833,212,5.6,5647645829,141,62.9,5647645837,213,4.45,5647645825,56,Back,5647645827,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337745,495,1,2,47,58,e3k8yw2rbmphyfu5htn4yi5jk,1,32.4,62.9,2025-04-13T00:45:14.826Z,2025-04-13T00:45:20Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647646281,141,46.3,5647646279,140,36.1,5647646283,212,11.9,5647646277,56,Back,5647646285,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337757,496,4,2,48,4,e3k8yw2rbmphyfu5htn4yi5jk,1,34.6,40.0,2025-04-13T00:45:20.379Z,2025-04-13T02:29:48Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647646369,152,,5647646365,13,,5647646899,233,343,5647646373,286,,5647980683,295,,5647646367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800337841,343,4,2,48,4,224tl8u2smnbyliroayk69nt0,0,65.4,60.0,2025-04-13T00:45:20.380Z,2025-04-13T02:29:45Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647646859,56,Center,5647646861,152,,5647646867,285,,5647646953,233,496,5647980633,295,,5647646857,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338029,497,1,2,48,15,e3k8yw2rbmphyfu5htn4yi5jk,1,36.6,39.1,2025-04-13T00:45:31.907Z,2025-04-13T00:49:48Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647647721,140,40.1,5647647717,152,,5647647723,141,28.5,5647647727,213,5.18,5647647715,5,,5647647719,56,Back,5647647725,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338051,498,1,2,48,20,e3k8yw2rbmphyfu5htn4yi5jk,1,40.1,28.5,2025-04-13T00:45:36.420Z,2025-04-13T00:45:37Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5647647859,213,5.72,5647647853,140,56.4,5647647851,56,Right,5647647855,141,12.6,5647647857,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338081,499,1,2,48,21,e3k8yw2rbmphyfu5htn4yi5jk,1,56.4,12.6,2025-04-13T00:45:37.531Z,2025-04-13T00:45:39Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647648041,212,16.9,5647648043,213,6.08,5647648039,141,7.7,5647648037,140,72.2,5647648035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338085,500,61,2,48,23,e3k8yw2rbmphyfu5htn4yi5jk,0,72.2,7.7,2025-04-13T00:45:39.699Z,2025-04-13T00:45:40Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647648077,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338267,344,5,2,48,25,224tl8u2smnbyliroayk69nt0,1,34.6,101.5,2025-04-13T00:45:41.446Z,2025-04-13T01:47:00Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647649109,347,,5647649107,56,Back,5647653917,233,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338107,501,5,2,48,25,e3k8yw2rbmphyfu5htn4yi5jk,0,65.4,-1.5,2025-04-13T00:45:41.446Z,2025-04-13T01:47:00Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5647648205,56,Right,5647653947,233,344,5647648207,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338281,345,27,2,48,36,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T00:45:52.791Z,2025-04-13T00:45:57Z,,,,,5647649447,233,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338321,503,27,2,48,36,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T00:45:52.791Z,2025-04-13T00:45:56Z,,,,,5647649423,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800338993,346,28,2,49,24,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-04-13T00:46:40.454Z,2025-04-13T00:46:43Z,,,,,5647653011,55,345,5647653195,233,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339023,504,28,2,49,24,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-04-13T00:46:40.454Z,2025-04-13T00:46:42Z,,,,,5647653171,233,346,5647653139,55,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339517,347,1,2,49,56,224tl8u2smnbyliroayk69nt0,1,35.9,100.0,2025-04-13T00:47:12.358Z,2025-04-13T00:47:14Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647655815,212,10.2,5647655807,107,,5647655817,213,4.93,5647655809,56,Back,5647655813,141,86.6,5647655811,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339525,348,1,2,49,57,224tl8u2smnbyliroayk69nt0,1,37.8,86.6,2025-04-13T00:47:13.982Z,2025-04-13T00:47:26Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,,5647655863,141,90.3,5647655855,56,Back,5647655871,213,2.77,5647656583,156,,5647655859,140,31.6,5647655867,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339565,349,1,2,50,0,224tl8u2smnbyliroayk69nt0,0,31.4,90.3,2025-04-13T00:47:16.422Z,2025-04-13T00:47:16Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647656131,212,37.5,5647656129,141,72.4,5647656133,213,5.95,5647656123,157,,5647656125,56,Center,5647656127,140,65.2,5647656135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339657,506,1,2,50,4,e3k8yw2rbmphyfu5htn4yi5jk,1,25.3,51.3,2025-04-13T00:47:20.249Z,2025-04-13T00:47:23Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647656625,212,14.7,5647656619,56,Back,5647656617,3,,5647656621,140,11.8,5647656627,213,2.87,5647656623,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339685,507,1,2,50,7,e3k8yw2rbmphyfu5htn4yi5jk,1,11.8,57.0,2025-04-13T00:47:23.259Z,2025-04-13T00:47:25Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5647656797,212,17.0,5647656793,140,16.9,5647656791,56,Back,5647656795,141,33.3,5647656799,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339735,508,1,2,50,9,e3k8yw2rbmphyfu5htn4yi5jk,1,17.9,32.2,2025-04-13T00:47:25.427Z,2025-04-13T00:47:29Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647657057,212,30.4,5647657055,141,76.4,5647657053,140,13.4,5647657051,56,Back,5647657059,213,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339817,509,1,2,50,12,e3k8yw2rbmphyfu5htn4yi5jk,1,13.4,76.4,2025-04-13T00:47:29.019Z,2025-04-13T00:47:34Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5647657527,140,3.4,5647657525,56,Back,5647657531,212,20.2,5647657533,213,4.17,5647657529,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339843,510,1,2,50,18,e3k8yw2rbmphyfu5htn4yi5jk,1,7.2,50.0,2025-04-13T00:47:34.251Z,2025-04-13T00:47:36Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5647657675,140,6.8,5647657681,213,4.68,5647657679,212,14.8,5647657677,141,28.3,5647657673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339909,511,1,2,50,19,e3k8yw2rbmphyfu5htn4yi5jk,1,6.8,28.3,2025-04-13T00:47:35.867Z,2025-04-13T00:47:39Z,ani26vxlo22iw1u9oexptml05,L. Archer,,,5647658057,140,8.7,5647658065,213,4.84,5647658055,56,Back,5647658061,212,16.2,5647658059,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339947,512,1,2,50,22,e3k8yw2rbmphyfu5htn4yi5jk,0,12.0,5.5,2025-04-13T00:47:39.035Z,2025-04-13T00:47:42Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647658297,140,35.3,5647658299,141,2.3,5647658301,212,24.6,5647658295,56,Back,5647658303,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339983,350,1,2,50,26,224tl8u2smnbyliroayk69nt0,1,65.2,85.7,2025-04-13T00:47:42.654Z,2025-04-13T00:47:45Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647658517,141,81.8,5647658521,213,5.92,5647658513,56,Left,5647658515,140,71.9,5647658519,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800339987,351,3,2,50,28,224tl8u2smnbyliroayk69nt0,0,53.7,87.1,2025-04-13T00:47:44.571Z,2025-04-13T00:48:28Z,cxrjwzo1fmvgcw8i820hwn07p,J. Etou,,,5647658541,56,Left,5647660105,286,,5647662265,233,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800340121,515,7,2,50,28,e3k8yw2rbmphyfu5htn4yi5jk,1,46.3,12.9,2025-04-13T00:47:44.572Z,2025-04-13T00:52:34Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647659299,56,Back,5647659301,285,,5647662215,233,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800340041,513,1,2,50,29,e3k8yw2rbmphyfu5htn4yi5jk,1,25.3,12.5,2025-04-13T00:47:46.204Z,2025-04-13T00:52:53Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647658829,213,1.04,5647681113,155,,5647658823,140,34.2,5647658821,56,Back,5647658825,141,36.0,5647658827,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800340109,514,1,2,50,32,e3k8yw2rbmphyfu5htn4yi5jk,0,34.6,35.2,2025-04-13T00:47:48.331Z,2025-04-13T00:47:52Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647659219,212,36.7,5647659215,140,64.6,5647659223,1,,5647659213,56,Right,5647659221,213,5.75,5647659217,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800340081,352,1,2,50,33,224tl8u2smnbyliroayk69nt0,0,30.8,87.1,2025-04-13T00:47:49.762Z,2025-04-13T00:54:22Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647659035,157,,5647659045,213,0.39,5647659309,236,,5647659037,56,Back,5647659047,1,,5647686859,233,558,5647659315,286,,5647659039,140,35.9,5647659041,141,90.3,5647659043,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,
2800344481,558,74,2,50,33,e3k8yw2rbmphyfu5htn4yi5jk,1,60.8,7.0,2025-04-13T00:47:49.763Z,2025-04-13T00:54:22Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5647686295,56,Right,5647687519,233,352,5647686297,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800340253,353,5,2,50,37,224tl8u2smnbyliroayk69nt0,1,39.4,101.2,2025-04-13T00:47:54.087Z,2025-04-13T01:47:00Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,,5647660165,233,516,5647660081,347,,5647660079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800340137,516,5,2,50,37,e3k8yw2rbmphyfu5htn4yi5jk,0,60.6,-1.2,2025-04-13T00:47:54.087Z,2025-04-13T01:47:01Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5647659407,347,,5647659405,56,Right,5647660191,233,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
