id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818524069,555,1,2,59,36,daicfonrbj124lu2la2rctxck,1,34.9,34.8,2025-05-24T21:23:04.649Z,2025-05-24T21:23:10Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748080935,141,94.2,5748080937,212,40.4,5748080933,140,35.1,5748080941,1,,5748080939,213,1.57,5748080931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524083,556,1,2,59,42,daicfonrbj124lu2la2rctxck,1,35.1,94.2,2025-05-24T21:23:10.425Z,2025-05-24T21:23:12Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748081011,212,4.4,5748081007,140,39.2,5748081005,56,Back,5748081009,141,95.3,5748081013,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524087,557,3,2,59,44,daicfonrbj124lu2la2rctxck,0,40.8,93.2,2025-05-24T21:23:12.296Z,2025-05-24T21:23:18Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748081181,233,494,5748081023,56,Back,5748081025,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524115,494,7,2,59,44,224tl8u2smnbyliroayk69nt0,1,59.2,6.8,2025-05-24T21:23:12.297Z,2025-05-24T21:23:19Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5748081135,56,Right,5748081137,285,,5748081133,167,,5748081151,233,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524147,495,5,2,59,46,224tl8u2smnbyliroayk69nt0,0,61.8,-1.8,2025-05-24T21:23:13.947Z,2025-05-24T22:12:31Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5748081341,233,558,5748081297,56,Right,5748081299,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524143,558,5,2,59,46,daicfonrbj124lu2la2rctxck,1,38.2,101.8,2025-05-24T21:23:13.947Z,2025-05-24T22:12:30Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748081283,347,,5748081315,233,495,5748081281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524165,559,1,2,59,51,daicfonrbj124lu2la2rctxck,1,39.1,100.0,2025-05-24T21:23:19.426Z,2025-05-24T21:23:21Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748081395,56,Back,5748081397,140,40.5,5748081403,213,4.85,5748081401,212,10.4,5748081399,141,86.5,5748081393,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524185,560,1,2,59,53,daicfonrbj124lu2la2rctxck,1,40.5,86.5,2025-05-24T21:23:21.728Z,2025-05-24T21:23:25Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748081503,140,28.5,5748081509,213,3.06,5748081505,141,88.1,5748081507,212,12.6,5748081501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524201,561,1,2,59,57,daicfonrbj124lu2la2rctxck,1,29.1,78.7,2025-05-24T21:23:25.762Z,2025-05-24T21:23:27Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,5748081573,213,1.07,5748081569,141,86.6,5748081571,212,6.1,5748081565,56,Back,5748081567,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524209,562,1,2,59,59,daicfonrbj124lu2la2rctxck,1,30.9,79.9,2025-05-24T21:23:27.633Z,2025-05-24T21:23:31Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748081653,56,Back,5748081659,212,26.0,5748081661,213,4.48,5748081657,141,42.7,5748081655,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524237,563,1,2,60,3,daicfonrbj124lu2la2rctxck,1,30.2,33.7,2025-05-24T21:23:31Z,2025-05-24T21:23:34Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748081783,56,Back,5748081789,212,15.6,5748081791,213,5.14,5748081787,141,12.8,5748081785,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524265,564,1,2,60,5,daicfonrbj124lu2la2rctxck,1,36.3,12.8,2025-05-24T21:23:33.809Z,2025-05-24T21:23:39Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748081921,213,2.35,5748081913,56,Back,5748081919,212,14.8,5748081915,140,26.4,5748081917,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524293,565,1,2,60,11,daicfonrbj124lu2la2rctxck,1,29.7,29.5,2025-05-24T21:23:39.017Z,2025-05-24T21:23:43Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748082113,141,97.1,5748082109,56,Left,5748082119,1,,5748082111,140,74.1,5748082105,155,,5748082107,196,,5748082117,213,0.78,5748082115,212,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524297,496,45,2,60,15,224tl8u2smnbyliroayk69nt0,0,29.6,9.8,2025-05-24T21:23:43.417Z,2025-05-24T22:12:48Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5748082137,56,Back,5748082139,285,,5748082281,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524319,566,3,2,60,15,daicfonrbj124lu2la2rctxck,1,70.4,90.2,2025-05-24T21:23:43.417Z,2025-05-24T22:12:48Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748082229,286,,5748082227,56,Left,5748082261,233,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524327,567,3,2,60,20,daicfonrbj124lu2la2rctxck,0,90.6,73.2,2025-05-24T21:23:48.673Z,2025-05-24T21:23:51Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748082305,286,,5748082325,211,,5748082303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524491,497,5,2,60,22,224tl8u2smnbyliroayk69nt0,1,-0.5,32.7,2025-05-24T21:23:50.650Z,2025-05-24T22:12:31Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5748083157,56,Back,5748083159,346,,5748083193,233,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524333,568,5,2,60,22,daicfonrbj124lu2la2rctxck,0,100.5,67.3,2025-05-24T21:23:50.650Z,2025-05-24T22:12:31Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748083205,233,497,5748082329,346,,5748082327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524501,498,1,2,60,47,224tl8u2smnbyliroayk69nt0,0,4.7,38.5,2025-05-24T21:24:14.899Z,2025-05-24T21:24:17Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748083241,56,Center,5748083239,124,,5748083243,140,58.7,5748083249,213,0.13,5748083251,1,,5748083247,212,57.1,5748083245,141,49.0,5748083253,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524521,569,1,2,60,50,daicfonrbj124lu2la2rctxck,1,54.5,45.4,2025-05-24T21:24:18.217Z,2025-05-24T21:24:20Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748083333,56,Center,5748083339,212,13.3,5748083341,213,5.16,5748083331,3,,5748083335,140,60.0,5748083337,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524543,571,1,2,60,54,daicfonrbj124lu2la2rctxck,0,60.9,10.6,2025-05-24T21:24:22.248Z,2025-05-24T21:24:23Z,9ch7zgxlcjiio0xbo2hhl2yvo,N. Fuson,,5748083483,213,0.46,5748083481,212,11.6,5748083477,140,70.8,5748083475,56,Right,5748083479,141,18.2,5748083473,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524561,499,43,2,60,56,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:24:24.818Z,2025-05-24T21:24:41Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748084105,144,3,5748083565,285,0,5748083563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524567,500,61,2,60,58,224tl8u2smnbyliroayk69nt0,1,26.9,76.1,2025-05-24T21:24:26.179Z,2025-05-24T21:25:02Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748083575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524585,501,61,2,61,1,224tl8u2smnbyliroayk69nt0,0,28.4,80.8,2025-05-24T21:24:28.938Z,2025-05-24T21:25:03Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748083669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524599,572,1,2,61,1,daicfonrbj124lu2la2rctxck,1,72.7,6.5,2025-05-24T21:24:28.992Z,2025-05-24T21:24:31Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5748083777,212,4.5,5748083775,141,11.9,5748083771,56,Right,5748083779,213,0.95,5748083773,140,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524611,573,1,2,61,3,daicfonrbj124lu2la2rctxck,1,76.7,10.7,2025-05-24T21:24:31.577Z,2025-05-24T21:24:33Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748083857,140,89.9,5748083855,56,Right,5748083861,212,13.9,5748083859,141,8.5,5748083863,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524613,574,1,2,61,5,daicfonrbj124lu2la2rctxck,0,90.5,5.2,2025-05-24T21:24:33.512Z,2025-05-24T21:24:35Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5748083893,233,502,5748083877,141,10.7,5748083875,140,90.8,5748083881,213,1.49,5748083891,236,,5748083871,155,,5748083897,286,,5748083873,56,Right,5748083869,2,,5748083879,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,
2818524617,502,12,2,61,5,224tl8u2smnbyliroayk69nt0,1,13.8,84.5,2025-05-24T21:24:33.612Z,2025-05-24T21:24:35Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5748083901,233,574,5748083887,185,,5748083889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524641,503,6,2,61,7,224tl8u2smnbyliroayk69nt0,0,12.0,86.3,2025-05-24T21:24:35.041Z,2025-05-24T22:04:45Z,6omt3lirajdcqxcbhzk9sobmx,G. Vacter,,5748084033,73,,5748084031,56,Back,5748084047,233,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524621,575,6,2,61,7,daicfonrbj124lu2la2rctxck,1,88.0,13.7,2025-05-24T21:24:35.041Z,2025-05-24T22:04:44Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5748084043,233,503,5748084007,56,Right,5748084009,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524873,576,1,2,61,44,daicfonrbj124lu2la2rctxck,0,99.5,0.5,2025-05-24T21:25:12.393Z,2025-05-24T21:25:16Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748085167,56,Center,5748085165,223,,5748085175,213,1.72,5748085177,1,,5748085163,155,,5748085173,212,37.0,5748085169,140,94.1,5748085171,141,54.3,5748085159,2,,5748085161,6,,,,,,,,,,,,,,,,,,,,,,,,,
2818524893,504,12,2,61,47,224tl8u2smnbyliroayk69nt0,1,7.9,47.0,2025-05-24T21:25:15.657Z,2025-05-24T21:25:19Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748085329,212,10.7,5748085327,141,31.3,5748085325,140,7.9,5748085323,56,Back,5748085331,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524895,577,15,2,61,51,daicfonrbj124lu2la2rctxck,1,94.3,71.4,2025-05-24T21:25:18.857Z,2025-05-24T21:25:49Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748086383,230,98.5,5748086391,233,505,5748085339,56,Center,5748086377,458,,5748086381,147,65.5,5748086375,103,19,5748086223,82,,5748086371,78,,5748086385,231,53.4,5748086373,102,48.6,5748086219,20,,5748085337,65,5748086379,146,95.8,5748086369,25,,,,,,,,,,,,,,
2818524897,505,10,2,61,51,224tl8u2smnbyliroayk69nt0,1,4.2,34.5,2025-05-24T21:25:18.957Z,2025-05-24T21:25:50Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748085351,94,,5748085353,56,Back,5748086395,233,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524939,506,12,2,61,52,224tl8u2smnbyliroayk69nt0,1,9.7,42.1,2025-05-24T21:25:20.394Z,2025-05-24T21:25:27Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748085591,56,Back,5748085593,140,11.7,5748085599,213,4.83,5748085597,212,17.9,5748085595,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524915,578,1,2,61,54,daicfonrbj124lu2la2rctxck,1,90.9,86.9,2025-05-24T21:25:21.840Z,2025-05-24T21:25:23Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748085485,212,10.9,5748085487,213,3.14,5748085479,140,80.5,5748085477,56,Left,5748085481,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524937,579,1,2,61,55,daicfonrbj124lu2la2rctxck,1,80.7,87.1,2025-05-24T21:25:23.560Z,2025-05-24T21:25:40Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,1.0,5748085583,213,5.16,5748086095,210,13,5748085581,212,27.6,5748085575,140,92.0,5748085571,155,,5748086099,154,,5748085579,141,50.4,5748085569,2,,5748085573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524941,580,44,2,61,58,daicfonrbj124lu2la2rctxck,1,91.2,52.9,2025-05-24T21:25:26.809Z,2025-05-24T22:05:37Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748085601,56,Center,5748085625,233,507,5748085603,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524943,507,44,2,61,58,224tl8u2smnbyliroayk69nt0,0,8.8,47.1,2025-05-24T21:25:26.810Z,2025-05-24T22:05:38Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748085611,285,,5748085667,233,580,5748085609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524945,581,13,2,61,59,daicfonrbj124lu2la2rctxck,1,92.0,50.4,2025-05-24T21:25:27.113Z,2025-05-24T21:25:40Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748085615,17,,5748085617,56,Center,5748085835,25,,5748085837,15,,5748086137,231,50.2,5748086135,230,99.7,5748085841,328,,5748086127,55,579,5748086125,154,,5748086123,29,,5748086133,103,81.9,5748086131,102,5748086121,74,,,,,,,,,,,,,,50.3,,,
2818525077,508,5,2,62,1,224tl8u2smnbyliroayk69nt0,1,-1.0,43.2,2025-05-24T21:25:28.847Z,2025-05-24T22:12:32Z,3g0rdzkjns986gn34vg3umiqy,S. Suber,,5748086549,233,582,5748086513,56,Back,5748086515,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818524975,582,5,2,62,1,daicfonrbj124lu2la2rctxck,0,101.0,56.8,2025-05-24T21:25:28.847Z,2025-05-24T22:12:32Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748085813,56,Center,5748085815,346,,5748086565,233,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525089,509,1,2,62,25,224tl8u2smnbyliroayk69nt0,0,5.1,52.5,2025-05-24T21:25:53.498Z,2025-05-24T21:25:57Z,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,,5748086591,141,45.5,5748086601,74,,5748086589,140,48.1,5748086593,212,45.4,5748086585,124,,5748086587,56,Back,5748086597,1,,5748086595,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525115,583,44,2,62,28,daicfonrbj124lu2la2rctxck,1,52.8,53.4,2025-05-24T21:25:56.113Z,2025-05-24T22:05:38Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748086693,56,Center,5748086727,233,510,5748086695,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525095,510,44,2,62,28,224tl8u2smnbyliroayk69nt0,0,47.2,46.6,2025-05-24T21:25:56.114Z,2025-05-24T22:05:39Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748086755,233,583,5748086623,285,,5748086621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525119,584,1,2,62,29,daicfonrbj124lu2la2rctxck,0,53.6,51.5,2025-05-24T21:25:56.977Z,2025-05-24T22:08:10Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748086703,140,68.0,5748086709,213,0.26,5748086707,212,15.7,5748086699,3,,5748086705,141,57.5,5748086701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525105,511,43,2,62,29,224tl8u2smnbyliroayk69nt0,1,0.0,0.0,2025-05-24T21:25:57.167Z,2025-05-24T21:38:07Z,6jsu34146kbtoeco3ue1a7ok4,J. Wälti,,5748086655,56,Back,5748122877,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525113,512,61,2,62,30,224tl8u2smnbyliroayk69nt0,1,40.8,40.0,2025-05-24T21:25:58.787Z,2025-05-24T22:02:27Z,8pli7fk5kjmt0f9pl6sjsltuy,P. Barnes,,5748086691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525133,513,1,2,62,32,224tl8u2smnbyliroayk69nt0,0,23.2,39.1,2025-05-24T21:26:00.681Z,2025-05-24T22:02:28Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748098977,1,,5748098975,213,6.25,5748098967,157,,5748086797,56,Back,5748098971,141,38.3,5748098969,140,37.6,5748098973,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525131,585,61,2,62,32,daicfonrbj124lu2la2rctxck,1,67.8,57.4,2025-05-24T21:26:00.781Z,2025-05-24T22:15:49Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,5748086793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525157,514,1,2,62,33,224tl8u2smnbyliroayk69nt0,0,32.5,43.6,2025-05-24T21:26:01.186Z,2025-05-24T21:26:02Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748086903,140,60.1,5748086899,3,,5748086905,141,49.0,5748086907,212,29.2,5748086911,213,0.13,5748086901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525169,587,1,2,62,35,daicfonrbj124lu2la2rctxck,1,62.3,66.4,2025-05-24T21:26:02.936Z,2025-05-24T21:26:05Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,5748087021,141,75.6,5748087023,212,7.8,5748087019,140,57.9,5748087025,213,2.21,5748087017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525181,588,1,2,62,37,daicfonrbj124lu2la2rctxck,1,57.9,75.6,2025-05-24T21:26:05.369Z,2025-05-24T22:15:41Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748087071,141,91.7,5748087069,140,60.9,5748087073,212,11.4,5748087075,213,1.29,5748087067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525207,589,1,2,62,39,daicfonrbj124lu2la2rctxck,1,60.9,92.3,2025-05-24T21:26:07.201Z,2025-05-24T21:26:12Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748087223,141,97.1,5748087219,56,Left,5748087227,213,0.12,5748087225,212,27.1,5748087221,140,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525215,590,3,2,62,44,daicfonrbj124lu2la2rctxck,0,87.8,94.8,2025-05-24T21:26:12.112Z,2025-05-24T22:15:28Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748087265,56,Left,5748087267,286,,5748087349,233,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525225,515,7,2,62,44,224tl8u2smnbyliroayk69nt0,1,12.2,5.2,2025-05-24T21:26:12.113Z,2025-05-24T21:26:18Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748087339,233,590,5748087329,167,,5748087333,285,,5748087331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525249,516,5,2,62,45,224tl8u2smnbyliroayk69nt0,0,14.2,-1.5,2025-05-24T21:26:13.105Z,2025-05-24T22:12:33Z,1445ppxg007udzcj6t20ceyju,R. Ydrach,,5748087469,347,,5748087467,56,Back,5748087515,233,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525235,591,5,2,62,45,daicfonrbj124lu2la2rctxck,1,85.8,101.5,2025-05-24T21:26:13.105Z,2025-05-24T22:12:33Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748087381,347,,5748087379,56,Left,5748087495,233,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525239,592,1,2,62,49,daicfonrbj124lu2la2rctxck,1,87.2,100.0,2025-05-24T21:26:17Z,2025-05-24T21:26:18Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748087411,212,6.3,5748087403,107,,5748087409,141,95.6,5748087413,213,5.53,5748087405,56,Left,5748087407,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525253,593,1,2,62,50,daicfonrbj124lu2la2rctxck,1,90.7,95.4,2025-05-24T21:26:18.232Z,2025-05-24T22:15:47Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,5748087481,56,Left,5748087483,140,77.9,5748087487,212,13.5,5748087485,141,94.1,5748087489,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525265,594,1,2,62,51,daicfonrbj124lu2la2rctxck,1,78.5,93.9,2025-05-24T21:26:19.280Z,2025-05-24T22:15:30Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,5748087559,212,7.2,5748087561,213,3.11,5748087555,140,71.6,5748087557,141,94.2,5748087553,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525275,595,1,2,62,53,daicfonrbj124lu2la2rctxck,0,74.7,91.1,2025-05-24T21:26:21.488Z,2025-05-24T22:15:36Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,5748087607,212,36.2,5748087605,141,43.0,5748087597,2,,5748087599,155,,5748087609,213,5.16,5748087603,140,89.5,5748087601,56,Center,5748087611,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525283,517,61,2,62,57,224tl8u2smnbyliroayk69nt0,1,10.5,60.5,2025-05-24T21:26:25.035Z,2025-05-24T21:26:25Z,69pe2d0b9ughzcn3iqarracr8,L. Biasi,,5748087661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525313,519,1,2,63,2,224tl8u2smnbyliroayk69nt0,0,35.2,86.3,2025-05-24T21:26:30.601Z,2025-05-24T21:26:31Z,e8rbnbqkrxia3lgt7agaid4kq,R. Mertz,,5748087801,213,5.90,5748087793,56,Center,5748087797,141,70.0,5748087795,140,61.7,5748087799,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525317,596,61,2,63,4,daicfonrbj124lu2la2rctxck,0,35.4,21.5,2025-05-24T21:26:32.579Z,2025-05-24T22:15:02Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748087815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525337,520,50,2,63,7,224tl8u2smnbyliroayk69nt0,1,61.6,74.0,2025-05-24T21:26:35.815Z,2025-05-24T21:26:41Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748087905,286,,5748087937,233,597,5748087903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525341,597,7,2,63,7,daicfonrbj124lu2la2rctxck,0,38.4,26.0,2025-05-24T21:26:35.816Z,2025-05-24T21:26:41Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,5748087911,56,Back,5748087927,233,520,5748087913,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525351,521,61,2,63,9,224tl8u2smnbyliroayk69nt0,1,58.6,72.1,2025-05-24T21:26:37.228Z,2025-05-24T21:26:37Z,9jfh2t3w4aqc4o4rvjfk7xey1,A. Williams,,5748087955,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818525391,598,1,2,63,12,daicfonrbj124lu2la2rctxck,1,43.8,27.6,2025-05-24T21:26:40.696Z,2025-05-24T21:26:45Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,5748088171,213,1.04,5748088167,141,59.7,5748088165,140,56.1,5748088169,212,25.4,5748088163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
