id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2802142851,370,12,1,40,23,b8oqgvx1ijeyn6y1cn6929ix4,1,30.5,19.2,2025-04-17T11:40:45.765Z,2025-04-17T11:40:47Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657635487,140,42.1,5657635491,212,12.5,5657635493,213,6.06,5657635485,56,Back,5657635489,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142855,372,1,1,40,25,b8oqgvx1ijeyn6y1cn6929ix4,1,42.1,15.2,2025-04-17T11:40:47.788Z,2025-04-17T11:51:43Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657635497,140,54.0,5657635501,212,13.6,5657635495,56,Right,5657635499,141,7.4,5657635503,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142871,373,1,1,40,33,b8oqgvx1ijeyn6y1cn6929ix4,1,74.4,24.0,2025-04-17T11:40:55.284Z,2025-04-17T11:40:58Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657635569,212,7.6,5657635571,213,5.47,5657635565,140,79.4,5657635563,56,Right,5657635567,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142873,374,3,1,40,35,b8oqgvx1ijeyn6y1cn6929ix4,1,74.8,24.7,2025-04-17T11:40:57.851Z,2025-04-18T13:52:22Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657635577,286,,5657635581,233,382,5658992195,464,,5657635575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142869,382,45,1,40,35,dbl7ir1qugqz8nvp1vzn8im50,0,25.2,75.3,2025-04-17T11:40:57.851Z,2025-04-17T13:05:18Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657635561,285,,5657635559,56,Back,5657635599,233,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142879,375,1,1,40,37,b8oqgvx1ijeyn6y1cn6929ix4,1,77.6,23.0,2025-04-17T11:40:59.413Z,2025-04-17T11:41:01Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657635607,141,14.9,5657635611,213,3.93,5657635605,140,72.4,5657635609,212,7.8,5657635603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142883,376,1,1,40,38,b8oqgvx1ijeyn6y1cn6929ix4,0,74.1,19.1,2025-04-17T11:41:00.860Z,2025-04-17T11:41:03Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657635635,213,0.29,5657635629,140,90.1,5657635627,56,Center,5657635631,141,26.5,5657635633,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142897,384,1,1,40,44,dbl7ir1qugqz8nvp1vzn8im50,1,15.0,75.0,2025-04-17T11:41:06.100Z,2025-04-17T12:01:03Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5657635687,140,25.8,5657635691,212,13.5,5657635693,213,0.57,5657635689,141,85.7,5657635685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142899,385,1,1,40,45,dbl7ir1qugqz8nvp1vzn8im50,0,26.1,89.9,2025-04-17T11:41:07.475Z,2025-04-17T12:01:08Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5657635709,213,5.85,5657635705,141,81.7,5657635703,140,37.5,5657635699,157,,5657635707,212,13.2,5657635711,1,,5657635701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142901,378,1,1,40,47,b8oqgvx1ijeyn6y1cn6929ix4,1,70.7,18.0,2025-04-17T11:41:09.124Z,2025-04-17T11:41:12Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657635717,140,68.1,5657635715,56,Center,5657635721,212,13.7,5657635719,141,37.7,5657635723,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142903,379,1,1,40,49,b8oqgvx1ijeyn6y1cn6929ix4,1,66.6,43.9,2025-04-17T11:41:11.828Z,2025-04-17T11:41:13Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657635731,140,67.0,5657635737,213,1.54,5657635733,141,67.8,5657635735,212,16.3,5657635729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142905,380,1,1,40,51,b8oqgvx1ijeyn6y1cn6929ix4,1,67.2,73.3,2025-04-17T11:41:13.476Z,2025-04-17T11:41:15Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657635753,213,0.93,5657635751,212,17.3,5657635743,56,Left,5657635747,140,77.1,5657635749,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142909,381,1,1,40,53,b8oqgvx1ijeyn6y1cn6929ix4,0,77.1,93.6,2025-04-17T11:41:15.468Z,2025-04-17T11:41:16Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657635761,56,Left,5657635763,140,79.1,5657635767,212,4.8,5657635769,213,5.16,5657635765,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142917,386,61,1,40,55,dbl7ir1qugqz8nvp1vzn8im50,1,29.9,25.6,2025-04-17T11:41:17.666Z,2025-04-17T11:41:17Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657635801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142919,382,45,1,40,56,b8oqgvx1ijeyn6y1cn6929ix4,0,68.2,81.2,2025-04-17T11:41:18.723Z,2025-04-17T11:41:25Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657635809,286,,5657635845,233,387,5657635807,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142921,387,3,1,40,56,dbl7ir1qugqz8nvp1vzn8im50,1,31.8,18.8,2025-04-17T11:41:18.723Z,2025-04-18T13:53:03Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5657635823,285,,5657635819,233,382,5658992651,464,,5657635811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142931,389,1,1,40,58,dbl7ir1qugqz8nvp1vzn8im50,1,36.2,21.3,2025-04-17T11:41:20.474Z,2025-04-17T11:41:24Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5657635889,141,14.3,5657635885,56,Back,5657635891,212,16.5,5657635887,140,21.2,5657635893,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142933,390,1,1,40,59,dbl7ir1qugqz8nvp1vzn8im50,1,21.2,14.3,2025-04-17T11:41:21.474Z,2025-04-17T11:41:25Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657635901,141,21.0,5657635897,56,Back,5657635899,140,16.9,5657635903,212,6.4,5657635905,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142935,391,1,1,41,0,dbl7ir1qugqz8nvp1vzn8im50,1,16.9,21.0,2025-04-17T11:41:22.858Z,2025-04-17T11:41:25Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5657635911,140,18.3,5657635917,213,4.90,5657635913,141,9.8,5657635915,212,7.8,5657635909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142945,392,1,1,41,2,dbl7ir1qugqz8nvp1vzn8im50,1,18.3,9.8,2025-04-17T11:41:25.027Z,2025-04-17T11:41:29Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657635947,141,40.6,5657635943,56,Center,5657635951,213,0.55,5657635953,1,,5657635941,155,,5657635945,140,50.5,5657635949,212,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142947,393,44,1,41,6,dbl7ir1qugqz8nvp1vzn8im50,1,48.2,38.6,2025-04-17T11:41:28.243Z,2025-04-17T13:04:51Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657635963,233,383,5657635967,285,,5657635957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142943,383,44,1,41,6,b8oqgvx1ijeyn6y1cn6929ix4,0,51.8,61.4,2025-04-17T11:41:28.244Z,2025-04-17T13:04:52Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657635937,56,Center,5657635971,233,393,5657635939,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142949,394,61,1,41,6,dbl7ir1qugqz8nvp1vzn8im50,0,50.5,40.6,2025-04-17T11:41:28.346Z,2025-04-17T13:06:35Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657635961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142959,385,1,1,41,10,b8oqgvx1ijeyn6y1cn6929ix4,1,60.3,38.3,2025-04-17T11:41:32.387Z,2025-04-17T11:41:38Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657636017,141,17.7,5657636013,56,Right,5657636021,213,4.94,5657636015,140,63.4,5657636019,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142969,386,1,1,41,16,b8oqgvx1ijeyn6y1cn6929ix4,1,78.3,20.3,2025-04-17T11:41:38.531Z,2025-04-18T13:54:37Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,1.0,,5657636155,154,,5657636089,213,1.12,5657636077,2,,5657636085,141,72.9,5657636091,1,,5658993477,224,,5657636083,140,94.9,5658993479,20,,5657636153,210,15,5657636079,155,,5657636087,212,5657636081,56,Center,39.8,,,,,,,,,,,,,,,,,,,,,
2802142973,387,15,1,41,22,b8oqgvx1ijeyn6y1cn6929ix4,1,89.8,67.1,2025-04-17T11:41:44.500Z,2025-04-17T15:01:32Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657636107,56,Center,5657636171,103,5.7,5657636103,22,,5657636115,20,,5657636165,55,386,5657636169,102,51.3,5657636173,146,99.4,5657636161,29,,5657636179,233,395,5657636175,147,52.2,5657636163,154,5657636159,78,,,5657636105,64,,,,,,,,,,,,,,,,,,,
2802142971,395,10,1,41,22,dbl7ir1qugqz8nvp1vzn8im50,1,0.8,46.3,2025-04-17T11:41:44.600Z,2025-04-18T13:55:09Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5658993967,180,,5657636099,182,,5657636183,233,387,5657636101,56,Back,5658993965,177,,5658993969,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142975,396,52,1,41,23,dbl7ir1qugqz8nvp1vzn8im50,1,0.8,46.3,2025-04-17T11:41:46.019Z,2025-04-18T13:55:11Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5658993993,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142991,397,1,1,41,40,dbl7ir1qugqz8nvp1vzn8im50,0,12.8,53.4,2025-04-17T11:42:02.194Z,2025-04-18T16:03:28Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5657636235,140,79.5,5657636239,212,72.3,5657636233,56,Left,5657636237,141,79.9,5657636241,213,0.25,5657636243,1,,5657636231,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142993,388,12,1,41,45,b8oqgvx1ijeyn6y1cn6929ix4,1,24.5,24.4,2025-04-17T11:42:07.459Z,2025-04-17T11:42:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657636249,141,16.5,5657636245,56,Back,5657636255,15,,5657636253,213,5.66,5657636251,212,9.2,5657636247,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142997,390,1,1,41,47,b8oqgvx1ijeyn6y1cn6929ix4,1,29.2,20.3,2025-04-17T11:42:09.948Z,2025-04-17T11:42:11Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657636275,213,5.61,5657636273,212,13.3,5657636269,140,39.1,5657636265,155,,5657636267,56,Back,5657636271,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802142999,391,3,1,41,49,b8oqgvx1ijeyn6y1cn6929ix4,0,39.0,13.1,2025-04-17T11:42:11.587Z,2025-04-18T16:04:00Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657636289,286,,5657636287,56,Back,5659776833,464,,5657636303,233,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143001,398,7,1,41,49,dbl7ir1qugqz8nvp1vzn8im50,1,61.0,86.9,2025-04-17T11:42:11.588Z,2025-04-18T16:03:58Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657636293,56,Left,5657636295,285,,5659776687,383,,5657636299,233,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144779,451,50,1,41,49,dbl7ir1qugqz8nvp1vzn8im50,1,64.4,93.0,2025-04-17T11:42:12.050Z,2025-04-17T12:02:12Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657646835,56,Left,5657646897,233,458,5657646837,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144783,458,7,1,41,50,b8oqgvx1ijeyn6y1cn6929ix4,0,35.6,7.0,2025-04-17T11:42:12.051Z,2025-04-18T16:04:14Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5657646847,285,,5657646861,233,451,5657646845,56,Back,5659777509,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143003,399,61,1,41,51,dbl7ir1qugqz8nvp1vzn8im50,1,61.0,78.5,2025-04-17T11:42:13.282Z,2025-04-17T12:02:10Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5657636297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143005,400,43,1,41,53,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T11:42:15.234Z,2025-04-17T11:42:21Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657636307,56,Center,5657636317,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143007,401,43,1,41,53,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-04-17T11:42:15.493Z,2025-04-17T12:02:19Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5657636309,56,Center,5657647037,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143009,392,1,1,41,55,b8oqgvx1ijeyn6y1cn6929ix4,1,36.9,23.3,2025-04-17T11:42:17.283Z,2025-04-17T11:42:27Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657636351,56,Back,5657636357,212,20.9,5657636353,140,33.6,5657636355,141,53.6,5657636359,213,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143011,393,1,1,42,4,b8oqgvx1ijeyn6y1cn6929ix4,1,47.0,65.4,2025-04-17T11:42:26.890Z,2025-04-17T11:42:28Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657636367,140,42.1,5657636369,141,39.8,5657636371,212,18.2,5657636365,56,Back,5657636373,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143017,394,1,1,42,6,b8oqgvx1ijeyn6y1cn6929ix4,1,41.6,37.1,2025-04-17T11:42:28.539Z,2025-04-17T11:42:33Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657636381,56,Back,5657636387,212,13.6,5657636385,141,17.4,5657636389,213,4.87,5657636383,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143021,395,1,1,42,10,b8oqgvx1ijeyn6y1cn6929ix4,1,43.7,17.6,2025-04-17T11:42:32.803Z,2025-04-17T11:42:35Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657636411,140,48.3,5657636417,213,1.28,5657636413,141,41.2,5657636415,212,16.8,5657636409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143031,396,1,1,42,13,b8oqgvx1ijeyn6y1cn6929ix4,1,53.1,44.2,2025-04-17T11:42:35.483Z,2025-04-17T11:42:40Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657636467,140,67.1,5657636471,212,36.2,5657636475,1,,5657636473,213,1.15,5657636469,141,92.9,5657636465,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143033,397,1,1,42,17,b8oqgvx1ijeyn6y1cn6929ix4,1,70.4,91.8,2025-04-17T11:42:40.003Z,2025-04-17T11:42:43Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657636489,213,4.16,5657636485,141,72.6,5657636483,140,62.7,5657636481,56,Center,5657636487,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143039,398,1,1,42,21,b8oqgvx1ijeyn6y1cn6929ix4,1,61.2,70.0,2025-04-17T11:42:43.122Z,2025-04-17T11:42:45Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5657636521,56,Center,5657636527,212,12.5,5657636523,140,65.4,5657636525,141,52.8,5657636529,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143041,399,1,1,42,22,b8oqgvx1ijeyn6y1cn6929ix4,1,65.3,52.8,2025-04-17T11:42:44.802Z,2025-04-17T11:42:46Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657636539,141,63.3,5657636535,56,Center,5657636543,213,0.76,5657636541,212,10.4,5657636537,140,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143043,400,1,1,42,24,b8oqgvx1ijeyn6y1cn6929ix4,1,72.5,63.3,2025-04-17T11:42:46.747Z,2025-04-17T11:42:48Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657636547,56,Center,5657636551,141,68.2,5657636553,212,5.8,5657636555,213,2.53,5657636549,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143049,401,1,1,42,26,b8oqgvx1ijeyn6y1cn6929ix4,1,67.9,69.0,2025-04-17T11:42:48.178Z,2025-04-17T11:42:51Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657636589,140,80.4,5657636595,213,6.25,5657636593,212,13.1,5657636587,56,Center,5657636591,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143051,402,1,1,42,29,b8oqgvx1ijeyn6y1cn6929ix4,1,79.6,69.6,2025-04-17T11:42:51.626Z,2025-04-17T11:42:52Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5657636599,56,Center,5657636605,212,10.9,5657636603,141,60.6,5657636607,213,3.74,5657636601,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143055,403,1,1,42,30,b8oqgvx1ijeyn6y1cn6929ix4,1,71.0,60.6,2025-04-17T11:42:52.762Z,2025-04-17T11:42:54Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5657636625,56,Center,5657636629,141,78.2,5657636631,212,12.0,5657636627,140,70.8,5657636633,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143057,404,1,1,42,32,b8oqgvx1ijeyn6y1cn6929ix4,1,70.7,79.7,2025-04-17T11:42:54.586Z,2025-04-17T11:42:56Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657636643,212,10.0,5657636639,140,75.9,5657636645,213,1.00,5657636641,141,92.1,5657636637,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143063,405,1,1,42,34,b8oqgvx1ijeyn6y1cn6929ix4,1,75.9,92.1,2025-04-17T11:42:56.202Z,2025-04-17T11:42:59Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657636669,213,4.89,5657636665,141,73.0,5657636663,140,78.1,5657636667,212,13.2,5657636661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143065,406,1,1,42,36,b8oqgvx1ijeyn6y1cn6929ix4,1,78.8,77.2,2025-04-17T11:42:58.834Z,2025-04-17T11:43:00Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657636677,141,93.6,5657636673,56,Left,5657636681,213,1.19,5657636679,212,12.0,5657636675,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143067,407,1,1,42,37,b8oqgvx1ijeyn6y1cn6929ix4,1,83.0,93.6,2025-04-17T11:43:00.010Z,2025-04-17T11:43:01Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657636691,141,93.9,5657636687,56,Left,5657636695,213,3.12,5657636689,140,75.1,5657636693,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143071,408,1,1,42,39,b8oqgvx1ijeyn6y1cn6929ix4,1,75.7,92.4,2025-04-17T11:43:01.130Z,2025-04-17T11:43:04Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657636719,140,82.7,5657636721,141,81.8,5657636723,212,10.3,5657636717,56,Left,5657636725,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143079,409,1,1,42,41,b8oqgvx1ijeyn6y1cn6929ix4,1,79.2,74.2,2025-04-17T11:43:03.866Z,2025-04-17T11:43:09Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5657636763,212,18.0,5657636759,140,72.4,5657636765,213,4.30,5657636761,141,49.9,5657636757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143083,410,1,1,42,47,b8oqgvx1ijeyn6y1cn6929ix4,1,64.8,43.3,2025-04-17T11:43:09.090Z,2025-04-17T11:43:10Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5657636781,213,1.85,5657636779,212,9.7,5657636775,140,62.3,5657636773,56,Center,5657636777,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143089,411,1,1,42,48,b8oqgvx1ijeyn6y1cn6929ix4,1,62.3,57.0,2025-04-17T11:43:10.123Z,2025-04-17T11:43:12Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5657636807,56,Center,5657636811,141,76.6,5657636813,212,14.0,5657636809,140,66.3,5657636815,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143091,412,1,1,42,50,b8oqgvx1ijeyn6y1cn6929ix4,1,66.2,77.3,2025-04-17T11:43:12.186Z,2025-04-17T11:43:13Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5657636821,140,73.8,5657636819,56,Left,5657636827,213,0.99,5657636823,141,95.0,5657636825,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143095,413,1,1,42,51,b8oqgvx1ijeyn6y1cn6929ix4,0,74.0,94.5,2025-04-17T11:43:13.786Z,2025-04-17T11:43:14Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657636847,141,92.6,5657636843,56,Left,5657636851,213,5.75,5657636845,140,76.1,5657636849,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143097,402,61,1,42,53,dbl7ir1qugqz8nvp1vzn8im50,1,23.6,14.4,2025-04-17T11:43:15.705Z,2025-04-17T11:43:15Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5657636855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143107,404,1,1,42,55,dbl7ir1qugqz8nvp1vzn8im50,0,20.1,13.8,2025-04-17T11:43:17.817Z,2025-04-17T11:43:19Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657636907,233,414,5657636911,286,,5657636891,213,0.00,5657636887,141,13.8,5657636889,212,2.2,5657636885,140,22.2,5657636883,56,Back,5657636905,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143103,414,74,1,42,55,b8oqgvx1ijeyn6y1cn6929ix4,1,77.9,87.1,2025-04-17T11:43:17.818Z,2025-04-17T11:43:19Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5657636879,56,Left,5657636881,285,,5657636915,233,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143111,405,3,1,42,57,dbl7ir1qugqz8nvp1vzn8im50,0,17.5,15.7,2025-04-17T11:43:19.766Z,2025-04-18T16:05:45Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5657636953,233,415,5657636933,285,,5657636931,56,Back,5659781841,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802143113,415,7,1,42,57,b8oqgvx1ijeyn6y1cn6929ix4,1,82.5,84.3,2025-04-17T11:43:19.767Z,2025-04-18T16:05:51Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5657636943,56,Left,5659782119,383,,5657636949,233,405,5657636945,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
