id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2711324369,528,1,2,54,11,a9vw7ikerpr4cuweeeka5aneg,0,80.5,90.5,2024-08-20T17:10:16.484Z,2024-08-20T17:10:20Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161666317,141,82.4,5161666321,213,5.70,5161666319,212,10.0,5161666311,155,,5161666315,140,88.5,5161666309,2,,5161666313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324373,405,61,2,54,16,bd4qakf7j0wwie8wke9km7uj8,1,5.2,16.9,2024-08-20T17:10:21.384Z,2024-08-20T17:15:35Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161666341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324379,406,6,2,54,17,bd4qakf7j0wwie8wke9km7uj8,0,0.0,21.2,2024-08-20T17:10:22.486Z,2024-08-20T18:03:12Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161666377,233,529,5161666347,73,,5161666345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324377,529,6,2,54,17,a9vw7ikerpr4cuweeeka5aneg,1,100.0,78.8,2024-08-20T17:10:22.486Z,2024-08-20T17:10:26Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161666355,73,,5161666371,233,406,5161666353,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324385,530,1,2,54,19,a9vw7ikerpr4cuweeeka5aneg,1,99.5,99.5,2024-08-20T17:10:24.959Z,2024-08-20T17:10:30Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161666397,6,,5161666403,141,90.6,5161666401,140,91.5,5161666405,212,10.4,5161666399,56,Left,5161666407,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324387,531,1,2,54,21,a9vw7ikerpr4cuweeeka5aneg,1,91.5,90.6,2024-08-20T17:10:26.581Z,2024-08-20T17:10:30Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161666421,212,13.4,5161666417,140,80.2,5161666423,213,3.63,5161666415,56,Left,5161666419,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324389,532,1,2,54,25,a9vw7ikerpr4cuweeeka5aneg,0,81.2,85.0,2024-08-20T17:10:30.959Z,2024-08-20T17:10:31Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161666433,155,,5161666439,141,81.5,5161666431,2,,5161666435,56,Left,5161666443,213,5.75,5161666441,212,4.6,5161666437,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324391,407,61,2,54,28,bd4qakf7j0wwie8wke9km7uj8,1,12.4,12.1,2024-08-20T17:10:33.868Z,2024-08-20T17:10:34Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5161666449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324395,533,1,2,54,29,a9vw7ikerpr4cuweeeka5aneg,1,73.5,92.6,2024-08-20T17:10:34.438Z,2024-08-20T17:10:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161666473,212,6.7,5161666469,140,76.0,5161666467,56,Left,5161666475,213,5.12,5161666471,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324397,534,61,2,54,32,a9vw7ikerpr4cuweeeka5aneg,0,77.2,81.2,2024-08-20T17:10:38.032Z,2024-08-20T17:10:38Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161666479,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324423,408,1,2,54,35,bd4qakf7j0wwie8wke9km7uj8,1,19.9,28.7,2024-08-20T17:10:40.932Z,2024-08-20T17:10:45Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161666599,141,4.7,5161666595,56,Back,5161666593,155,,5161666597,140,49.5,5161666603,213,5.80,5161666601,212,35.1,5161666605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324417,535,83,2,54,39,a9vw7ikerpr4cuweeeka5aneg,0,45.6,88.1,2024-08-20T17:10:44.296Z,2024-08-20T17:10:49Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161666649,399,7pnxa8wzxx5qxevcckxdd62tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324431,409,1,2,54,40,bd4qakf7j0wwie8wke9km7uj8,1,58.3,4.9,2024-08-20T17:10:45.572Z,2024-08-20T17:10:48Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5161666643,212,29.2,5161666645,213,1.07,5161666639,140,71.7,5161666641,141,42.5,5161666637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324447,410,1,2,54,47,bd4qakf7j0wwie8wke9km7uj8,1,75.3,57.3,2024-08-20T17:10:52.844Z,2024-08-20T17:10:55Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5161666755,213,5.42,5161666751,141,34.1,5161666747,56,Center,5161666749,140,88.1,5161666753,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324449,411,61,2,54,49,bd4qakf7j0wwie8wke9km7uj8,0,88.1,34.1,2024-08-20T17:10:54.948Z,2024-08-20T17:11:32Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5161666765,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324459,537,1,2,54,52,a9vw7ikerpr4cuweeeka5aneg,1,3.4,62.6,2024-08-20T17:10:57.854Z,2024-08-20T17:11:05Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5161666833,212,22.9,5161666827,56,Back,5161666835,213,0.87,5161666831,141,88.3,5161666829,140,17.5,5161666825,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324463,538,1,2,54,59,a9vw7ikerpr4cuweeeka5aneg,0,39.8,89.9,2024-08-20T17:11:04.816Z,2024-08-20T17:11:05Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161666853,140,55.6,5161666855,141,74.5,5161666851,56,Center,5161666859,213,5.72,5161666857,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324469,413,1,2,55,2,bd4qakf7j0wwie8wke9km7uj8,1,29.1,24.1,2024-08-20T17:11:07.845Z,2024-08-20T17:11:09Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5161666879,56,Back,5161666883,141,16.6,5161666881,140,31.3,5161666885,212,5.6,5161666887,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324475,414,1,2,55,4,bd4qakf7j0wwie8wke9km7uj8,0,31.3,16.6,2024-08-20T17:11:09.380Z,2024-08-20T17:11:11Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5161666917,213,0.82,5161666911,140,37.8,5161666915,212,10.0,5161666913,141,27.4,5161666909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324481,539,1,2,55,6,a9vw7ikerpr4cuweeeka5aneg,0,54.0,75.0,2024-08-20T17:11:11.575Z,2024-08-20T17:11:13Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161666957,1,,5161666949,140,61.2,5161666945,157,,5161666951,141,77.9,5161666955,213,0.26,5161666947,56,Center,5161666953,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324491,415,44,2,55,7,bd4qakf7j0wwie8wke9km7uj8,1,32.8,19.2,2024-08-20T17:11:12.748Z,2024-08-20T18:02:59Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161666999,285,,5161666997,56,Back,5161667019,233,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324485,540,44,2,55,7,a9vw7ikerpr4cuweeeka5aneg,0,67.2,80.8,2024-08-20T17:11:12.749Z,2024-08-20T18:02:59Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5161666979,286,,5161666977,56,Left,5161667025,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324493,416,1,2,55,7,bd4qakf7j0wwie8wke9km7uj8,0,23.1,14.5,2024-08-20T17:11:12.772Z,2024-08-20T18:12:38Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161667005,56,Back,5161667007,140,26.5,5161667009,141,4.1,5161667013,213,5.18,5161667011,212,7.9,5161667003,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324501,541,1,2,55,11,a9vw7ikerpr4cuweeeka5aneg,1,63.5,89.1,2024-08-20T17:11:16.551Z,2024-08-20T17:11:17Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161667073,212,8.3,5161667067,56,Left,5161667071,141,81.1,5161667075,213,5.57,5161667069,140,69.5,5161667065,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324507,542,1,2,55,12,a9vw7ikerpr4cuweeeka5aneg,1,69.5,81.1,2024-08-20T17:11:17.286Z,2024-08-20T17:11:19Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161667111,212,8.0,5161667113,213,1.85,5161667105,56,Left,5161667109,141,92.4,5161667107,140,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324511,543,1,2,55,13,a9vw7ikerpr4cuweeeka5aneg,1,67.9,92.4,2024-08-20T17:11:19.134Z,2024-08-20T17:11:22Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161667143,140,58.7,5161667141,56,Left,5161667145,141,85.7,5161667147,212,10.7,5161667149,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324513,544,1,2,55,16,a9vw7ikerpr4cuweeeka5aneg,1,59.6,85.9,2024-08-20T17:11:21.837Z,2024-08-20T17:11:23Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161667155,140,58.7,5161667159,212,10.3,5161667157,141,70.8,5161667161,213,4.62,5161667153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324515,545,1,2,55,17,a9vw7ikerpr4cuweeeka5aneg,1,58.6,70.6,2024-08-20T17:11:22.957Z,2024-08-20T17:11:25Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161667173,141,92.4,5161667175,212,17.0,5161667165,56,Left,5161667169,140,50.7,5161667177,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324527,546,1,2,55,19,a9vw7ikerpr4cuweeeka5aneg,1,51.0,92.1,2024-08-20T17:11:24.989Z,2024-08-20T17:11:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161667287,213,0.06,5161667283,141,93.5,5161667279,56,Left,5161667281,140,67.2,5161667285,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324529,547,1,2,55,27,a9vw7ikerpr4cuweeeka5aneg,0,67.4,93.2,2024-08-20T17:11:33.215Z,2024-08-20T17:11:35Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161667303,212,18.3,5161667297,56,Center,5161667301,141,70.8,5161667305,213,5.30,5161667293,2,,5161667345,189,,5161667299,140,77.0,5161667295,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324535,417,1,2,55,30,bd4qakf7j0wwie8wke9km7uj8,0,17.5,16.6,2024-08-20T17:11:35.868Z,2024-08-20T17:11:38Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161667363,140,26.5,5161667369,213,5.37,5161667361,56,Back,5161667365,141,0.0,5161667371,1,,5161667367,212,15.4,5161667395,189,,5161667359,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324537,418,5,2,55,31,bd4qakf7j0wwie8wke9km7uj8,0,30.2,-1.2,2024-08-20T17:11:36.649Z,2024-08-20T18:03:49Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161667375,347,,5161667441,233,548,5161667373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324549,548,5,2,55,31,a9vw7ikerpr4cuweeeka5aneg,1,69.8,101.2,2024-08-20T17:11:36.649Z,2024-08-20T18:03:48Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161667423,56,Left,5161667425,347,,5161667437,233,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324557,549,1,2,55,35,a9vw7ikerpr4cuweeeka5aneg,1,63.5,100.0,2024-08-20T17:11:40.869Z,2024-08-20T17:11:44Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161667469,212,12.6,5161667465,141,87.1,5161667461,56,Left,5161667463,140,71.2,5161667459,107,,5161667473,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324571,550,1,2,55,38,a9vw7ikerpr4cuweeeka5aneg,0,70.4,87.4,2024-08-20T17:11:43.935Z,2024-08-20T17:11:46Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161667563,141,87.5,5161667569,1,,5161667561,140,100.0,5161667565,212,32.1,5161667557,155,,5161667567,213,0.00,5161667559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324609,419,5,2,55,41,bd4qakf7j0wwie8wke9km7uj8,1,-0.8,9.3,2024-08-20T17:11:46.746Z,2024-08-20T18:03:49Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5161667805,56,Back,5161667809,233,551,5161667807,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324573,551,5,2,55,41,a9vw7ikerpr4cuweeeka5aneg,0,100.8,90.7,2024-08-20T17:11:46.746Z,2024-08-20T18:03:49Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161667573,346,,5161667813,233,419,5161667571,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324617,420,1,2,56,9,bd4qakf7j0wwie8wke9km7uj8,0,3.5,43.4,2024-08-20T17:12:14.422Z,2024-08-20T17:12:19Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5161667851,1,,5161667839,124,,5161667847,212,54.4,5161667853,74,,5161667843,140,46.3,5161667841,56,Back,5161667845,141,0.0,5161667849,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324619,421,5,2,56,13,bd4qakf7j0wwie8wke9km7uj8,0,47.3,-1.6,2024-08-20T17:12:18.358Z,2024-08-20T18:03:50Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5161667855,56,Back,5161667943,233,552,5161667857,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324629,552,5,2,56,13,a9vw7ikerpr4cuweeeka5aneg,1,52.7,101.6,2024-08-20T17:12:18.358Z,2024-08-20T18:03:50Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161667937,233,421,5161667913,56,Left,5161667915,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324637,553,1,2,56,19,a9vw7ikerpr4cuweeeka5aneg,0,51.4,100.0,2024-08-20T17:12:24.815Z,2024-08-20T17:12:27Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5161667969,56,Left,5161667967,107,,5161667973,141,79.4,5161667977,213,5.11,5161667975,212,16.6,5161667971,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324641,422,1,2,56,25,bd4qakf7j0wwie8wke9km7uj8,1,30.4,29.9,2024-08-20T17:12:30.557Z,2024-08-20T17:12:37Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5161667983,56,Back,5161667985,140,45.8,5161667989,212,16.5,5161667991,213,0.20,5161667987,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324647,424,61,2,56,27,bd4qakf7j0wwie8wke9km7uj8,0,46.1,34.6,2024-08-20T17:12:32.942Z,2024-08-20T17:12:33Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5161667997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324651,555,1,2,56,27,a9vw7ikerpr4cuweeeka5aneg,1,49.6,66.3,2024-08-20T17:12:33.198Z,2024-08-20T17:12:37Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161668015,140,49.1,5161668017,141,75.0,5161668019,212,5.9,5161668013,56,Back,5161668021,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324653,556,4,2,56,31,a9vw7ikerpr4cuweeeka5aneg,1,59.6,81.9,2024-08-20T17:12:36.973Z,2024-08-20T18:02:38Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161668029,152,,5161668027,56,Left,5161668031,265,,5161668025,13,,5161668033,286,,5161668099,233,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324657,425,4,2,56,31,bd4qakf7j0wwie8wke9km7uj8,0,40.4,18.1,2024-08-20T17:12:36.974Z,2024-08-20T18:02:39Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161668077,285,,5161668107,233,556,5161668069,13,,5161668071,56,Back,5161668075,265,,5161668073,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324669,557,1,2,56,36,a9vw7ikerpr4cuweeeka5aneg,1,56.7,84.1,2024-08-20T17:12:41.765Z,2024-08-20T17:12:43Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5161668137,213,4.41,5161668129,56,Center,5161668125,5,,5161668133,141,64.5,5161668127,152,,5161668131,140,52.8,5161668135,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324683,558,1,2,56,38,a9vw7ikerpr4cuweeeka5aneg,1,52.8,64.5,2024-08-20T17:12:43.485Z,2024-08-20T17:12:49Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161668201,213,4.70,5161668197,141,35.2,5161668193,56,Center,5161668195,140,52.6,5161668199,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324689,559,1,2,56,44,a9vw7ikerpr4cuweeeka5aneg,1,62.9,28.3,2024-08-20T17:12:49.703Z,2024-08-20T17:12:52Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5161668249,140,58.3,5161668247,56,Center,5161668253,212,7.6,5161668255,213,2.26,5161668251,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324707,560,1,2,56,46,a9vw7ikerpr4cuweeeka5aneg,1,58.3,37.0,2024-08-20T17:12:52.109Z,2024-08-20T17:13:01Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161668365,141,59.3,5161668361,56,Center,5161668367,212,15.4,5161668369,213,1.41,5161668363,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324711,561,1,2,56,55,a9vw7ikerpr4cuweeeka5aneg,1,67.0,61.4,2024-08-20T17:13:01.005Z,2024-08-20T17:13:04Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161668407,140,71.1,5161668413,213,5.12,5161668409,141,46.7,5161668405,56,Center,5161668411,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324715,562,1,2,56,58,a9vw7ikerpr4cuweeeka5aneg,1,71.1,46.7,2024-08-20T17:13:03.997Z,2024-08-20T17:13:06Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161668439,141,17.9,5161668435,56,Right,5161668437,140,86.7,5161668441,212,25.5,5161668443,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324717,563,1,2,57,0,a9vw7ikerpr4cuweeeka5aneg,1,86.7,17.7,2024-08-20T17:13:05.926Z,2024-08-20T17:13:09Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161668461,140,80.6,5161668465,212,9.8,5161668463,141,28.6,5161668459,56,Center,5161668467,213,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324719,564,1,2,57,3,a9vw7ikerpr4cuweeeka5aneg,1,83.1,26.7,2024-08-20T17:13:08.902Z,2024-08-20T17:13:12Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161668473,56,Right,5161668481,213,5.06,5161668479,212,9.0,5161668475,140,86.0,5161668477,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324721,565,1,2,57,7,a9vw7ikerpr4cuweeeka5aneg,1,76.4,26.5,2024-08-20T17:13:12.349Z,2024-08-20T17:13:14Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5161668487,140,70.6,5161668485,56,Center,5161668489,141,33.0,5161668491,212,7.5,5161668493,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324725,566,1,2,57,9,a9vw7ikerpr4cuweeeka5aneg,1,69.4,36.1,2024-08-20T17:13:14.278Z,2024-08-20T17:13:16Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5161668513,56,Center,5161668521,213,1.94,5161668515,140,66.7,5161668519,212,7.9,5161668517,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324731,567,1,2,57,11,a9vw7ikerpr4cuweeeka5aneg,1,66.7,46.9,2024-08-20T17:13:16.501Z,2024-08-20T17:13:20Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5161668561,212,27.7,5161668557,140,82.3,5161668563,213,5.35,5161668559,141,14.1,5161668555,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324733,568,1,2,57,14,a9vw7ikerpr4cuweeeka5aneg,1,75.9,20.1,2024-08-20T17:13:19.822Z,2024-08-20T17:13:20Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161668573,141,25.6,5161668571,140,74.5,5161668575,212,4.0,5161668569,56,Center,5161668577,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324741,569,1,2,57,15,a9vw7ikerpr4cuweeeka5aneg,1,74.5,25.6,2024-08-20T17:13:20.509Z,2024-08-20T17:13:29Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,1.0,,5161668619,141,29.2,5161668615,140,71.9,5161668611,56,Center,5161668697,210,13,5161668625,213,2.41,5161668621,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324743,570,13,2,57,16,a9vw7ikerpr4cuweeeka5aneg,1,80.5,31.9,2024-08-20T17:13:21.646Z,2024-08-20T18:31:06Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161668709,103,18.1,5161668675,72,,5161668711,215,,5161668703,55,569,5161668707,102,37.8,5161668633,22,,5161668701,29,,5161668699,75,,5161668713,230,5161668715,231,47.8,96.4,5161668635,18,5161668637,56,,,,,,,,,,,,,,Center,,,,,,,,,,,,,
2711324793,426,5,2,57,17,bd4qakf7j0wwie8wke9km7uj8,1,-0.5,58.0,2024-08-20T17:13:23.207Z,2024-08-20T18:03:51Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5161668947,233,571,5161668945,346,,5161668943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324745,571,5,2,57,17,a9vw7ikerpr4cuweeeka5aneg,0,100.5,42.0,2024-08-20T17:13:23.207Z,2024-08-20T18:03:51Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5161668951,233,426,5161668647,56,Center,5161668649,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324899,580,18,2,57,50,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:13:55.362Z,2024-08-20T17:15:07Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5161669557,59,11,5161669553,42,,5161669677,189,,5161669555,44,Forward,5161669581,55,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711324901,581,19,2,57,50,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-20T17:13:55.363Z,2024-08-20T17:15:02Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5161669573,55,580,5161669559,42,,5161669567,292,6,5161669571,44,Midfielder,5161669569,293,5,5161669565,59,45,5161669563,145,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
